Fluor,Target,Sample,Rep,Cq
FAM,,12010206,1,#NUM!
FAM,,12010206,2,#NUM!
FAM,,12010209,1,#NUM!
FAM,,12010209,2,37.28003228
FAM,,12010204,1,#NUM!
FAM,,12010204,2,#NUM!
FAM,,12010301,1,#NUM!
FAM,,12010301,2,#NUM!
FAM,,12020311,1,#NUM!
FAM,,12020311,2,#NUM!
FAM,,12020305,1,#NUM!
FAM,,12020305,2,#NUM!
FAM,,12010210,1,#NUM!
FAM,,12010210,2,#NUM!
FAM,,120202C,1,#NUM!
FAM,,120202C,2,#NUM!
FAM,,12020201,1,#NUM!
FAM,,12020201,2,37.39968218
FAM,,12030307,1,#NUM!
FAM,,12030307,2,#NUM!
FAM,,12030305,1,#NUM!
FAM,,12030305,2,#NUM!
FAM,,12030311,1,#NUM!
FAM,,12030311,2,#NUM!
FAM,,12020212,1,#NUM!
FAM,,12020212,2,#NUM!
FAM,,"Bd+FV3 10_5,5",1,#NUM!
FAM,,"Bd+FV3 10_2,2",1,#NUM!
FAM,,"Bd+FV3 10_1,1",1,#NUM!
FAM,,NTC,1,#NUM!
FAM,,12010302,1,#NUM!
FAM,,12010302,2,#NUM!
FAM,,12010309,1,#NUM!
FAM,,12010309,2,#NUM!
FAM,,12010311,1,#NUM!
FAM,,12010311,2,#NUM!
FAM,,12030208,1,#NUM!
FAM,,12030208,2,#NUM!
FAM,,"Bd+FV3 10_5,5",2,24.53700338
FAM,,"Bd+FV3 10_2,2",2,34.96773871
FAM,,"Bd+FV3 10_1,1",2,34.69711534
FAM,,NTC,2,#NUM!
HEX,,12020312,1,#NUM!
HEX,,12020312,2,#NUM!
HEX,,060103C,1,#NUM!
HEX,,060103C,2,#NUM!
HEX,,06010308,1,#NUM!
HEX,,06010308,2,#NUM!
HEX,,07020310,1,#NUM!
HEX,,07020310,2,#NUM!
HEX,,07020302,1,#NUM!
HEX,,07020302,2,#NUM!
HEX,,07020309,1,#NUM!
HEX,,07020309,2,#NUM!
HEX,,12030301,1,#NUM!
HEX,,12030301,2,#NUM!
HEX,,06020303,1,#NUM!
HEX,,06020303,2,#NUM!
HEX,,06020311,1,#NUM!
HEX,,06020311,2,#NUM!
HEX,,12010305,1,#NUM!
HEX,,12010305,2,#NUM!
HEX,,07020308,1,#NUM!
HEX,,07020308,2,#NUM!
HEX,,07020304,1,#NUM!
HEX,,07020304,2,#NUM!
HEX,,12020310,1,#NUM!
HEX,,12020310,2,#NUM!
HEX,,020103C,1,#NUM!
HEX,,020103C,2,#NUM!
HEX,,02010303,1,#NUM!
HEX,,02010303,2,#NUM!
HEX,,070103C,1,#NUM!
HEX,,070103C,2,#NUM!
HEX,,07010310,1,#NUM!
HEX,,07010310,2,#NUM!
HEX,,07010302,1,#NUM!
HEX,,07010302,2,#NUM!
HEX,,120303C,1,#NUM!
HEX,,120303C,2,#NUM!
HEX,,04010310,1,#NUM!
HEX,,04010310,2,#NUM!
HEX,,04010304,1,#NUM!
HEX,,04010304,2,#NUM!
HEX,,01010307,1,#NUM!
HEX,,01010307,2,#NUM!
HEX,,01010302,1,#NUM!
HEX,,01010302,2,#NUM!
HEX,,01010306,1,#NUM!
HEX,,01010306,2,#NUM!
HEX,,12030313,1,#NUM!
HEX,,12030313,2,#NUM!
HEX,,03010301,1,#NUM!
HEX,,03010301,2,#NUM!
HEX,,03010311,1,#NUM!
HEX,,03010311,2,#NUM!
HEX,,12010206,1,#NUM!
HEX,,12010206,2,#NUM!
HEX,,12010209,1,#NUM!
HEX,,12010209,2,#NUM!
HEX,,12010204,1,#NUM!
HEX,,12010204,2,#NUM!
HEX,,12010301,1,#NUM!
HEX,,12010301,2,#NUM!
HEX,,12020311,1,#NUM!
HEX,,12020311,2,#NUM!
HEX,,12020305,1,#NUM!
HEX,,12020305,2,#NUM!
HEX,,12010210,1,#NUM!
HEX,,12010210,2,#NUM!
HEX,,120202C,1,#NUM!
HEX,,120202C,2,#NUM!
HEX,,12020201,1,#NUM!
HEX,,12020201,2,#NUM!
HEX,,12030307,1,#NUM!
HEX,,12030307,2,#NUM!
HEX,,12030305,1,#NUM!
HEX,,12030305,2,#NUM!
HEX,,12030311,1,#NUM!
HEX,,12030311,2,#NUM!
HEX,,12020212,1,#NUM!
HEX,,12020212,2,#NUM!
HEX,,"Bd+FV3 10_5,5",1,#NUM!
HEX,,"Bd+FV3 10_2,2",1,#NUM!
HEX,,"Bd+FV3 10_1,1",1,#NUM!
HEX,,NTC,1,#NUM!
HEX,,12010302,1,38.89194936
HEX,,12010302,2,#NUM!
HEX,,12010309,1,#NUM!
HEX,,12010309,2,#NUM!
HEX,,12010311,1,#NUM!
HEX,,12010311,2,#NUM!
HEX,,12030208,1,#NUM!
HEX,,12030208,2,#NUM!
HEX,,"Bd+FV3 10_5,5",2,25.95811792
HEX,,"Bd+FV3 10_2,2",2,35.42350334
HEX,,"Bd+FV3 10_1,1",2,35.59761032
HEX,,NTC,2,#NUM!
FAM,,07020307,1,#NUM!
FAM,,07020307,2,#NUM!
FAM,,07020305,1,13.86107592
FAM,,07020305,2,#NUM!
FAM,,07020301,1,21.78744761
FAM,,07020301,2,#NUM!
FAM,,07020303,1,22.85793108
FAM,,07020303,2,36.47398664
FAM,,07020312,1,16.93734719
FAM,,07020312,2,#NUM!
FAM,,070203C,1,#NUM!
FAM,,070203C,2,35.09719684
FAM,,120103C,1,#NUM!
FAM,,120103C,2,#NUM!
FAM,,12010307,1,#NUM!
FAM,,12010307,2,#NUM!
FAM,,12010312,1,#NUM!
FAM,,12010312,2,31.97628566
FAM,,12010303,1,#NUM!
FAM,,12010303,2,28.95832741
FAM,,12010304,1,12.95820779
FAM,,12010304,2,35.45466755
FAM,,12010306,1,12.95726881
FAM,,12010306,2,18.75118634
FAM,,07010304,1,23.68399285
FAM,,07010304,2,#NUM!
FAM,,07010312,1,#NUM!
FAM,,07010312,2,#NUM!
FAM,,07010301,1,20.74392026
FAM,,07010301,2,#NUM!
FAM,,07010311,1,17.88661148
FAM,,07010311,2,30.86439216
FAM,,07010307,1,#NUM!
FAM,,07010307,2,18.6577326
FAM,,07010305,1,#NUM!
FAM,,07010305,2,#NUM!
FAM,,01010309,1,18.81849503
FAM,,01010309,2,#NUM!
FAM,,01010312,1,14.92556225
FAM,,01010312,2,#NUM!
FAM,,01010304,1,#NUM!
FAM,,01010304,2,#NUM!
FAM,,010103C,1,17.76497737
FAM,,010103C,2,#NUM!
FAM,,01010305,1,34.49137448
FAM,,01010305,2,35.36962791
FAM,,01010303,1,#NUM!
FAM,,01010303,2,#NUM!
FAM,,01010310,1,#NUM!
FAM,,01010310,2,#NUM!
FAM,,12010211,1,#NUM!
FAM,,12010211,2,34.9557253
FAM,,120102C,1,#NUM!
FAM,,120102C,2,#NUM!
FAM,,12010203,1,18.96669937
FAM,,12010203,2,21.93403146
FAM,,12010207,1,#NUM!
FAM,,12010207,2,36.56359079
FAM,,12010202,1,35.29079832
FAM,,12010202,2,23.95004556
FAM,,12020202,1,#NUM!
FAM,,12020202,2,#NUM!
FAM,,12020210,1,#NUM!
FAM,,12020210,2,#NUM!
FAM,,12020208,1,#NUM!
FAM,,12020208,2,#NUM!
FAM,,12020206,1,16.90650923
FAM,,12020206,2,#NUM!
FAM,,12020204,1,33.69223868
FAM,,12020204,2,34.00278519
FAM,,12020205,1,#NUM!
FAM,,12020205,2,#NUM!
FAM,,12030201,1,#NUM!
FAM,,12030201,2,#NUM!
FAM,,12030209,1,#NUM!
FAM,,12030209,2,29.88793247
FAM,,120302C,1,23.89594773
FAM,,120302C,2,#NUM!
FAM,,12030203,1,35.4453248
FAM,,12030203,2,35.67196853
FAM,,"Bd+FV3 10_5,5",1,23.25057187
FAM,,"Bd+FV3 10_2,2",1,33.04272146
FAM,,"Bd+FV3 10_1,1",1,35.14293271
FAM,,NTC,1,#NUM!
FAM,,08010202,1,#NUM!
FAM,,08010202,2,#NUM!
FAM,,08010203,1,#NUM!
FAM,,08010203,2,#NUM!
FAM,,08010208,1,#NUM!
FAM,,08010208,2,35.52419115
FAM,,08010204,1,#NUM!
FAM,,08010204,2,#NUM!
FAM,,"Bd+FV3 10_5,5",2,22.59060021
FAM,,"Bd+FV3 10_2,2",2,32.96719544
FAM,,"Bd+FV3 10_1,1",2,34.19136577
FAM,,NTC,2,18.42262208
HEX,,07020307,1,#NUM!
HEX,,07020307,2,#NUM!
HEX,,07020305,1,#NUM!
HEX,,07020305,2,#NUM!
HEX,,07020301,1,#NUM!
HEX,,07020301,2,#NUM!
HEX,,07020303,1,#NUM!
HEX,,07020303,2,#NUM!
HEX,,07020312,1,#NUM!
HEX,,07020312,2,#NUM!
HEX,,070203C,1,38.00164432
HEX,,070203C,2,#NUM!
HEX,,120103C,1,#NUM!
HEX,,120103C,2,#NUM!
HEX,,12010307,1,#NUM!
HEX,,12010307,2,#NUM!
HEX,,12010312,1,#NUM!
HEX,,12010312,2,#NUM!
HEX,,12010303,1,#NUM!
HEX,,12010303,2,#NUM!
HEX,,12010304,1,#NUM!
HEX,,12010304,2,#NUM!
HEX,,12010306,1,#NUM!
HEX,,12010306,2,#NUM!
HEX,,07010304,1,#NUM!
HEX,,07010304,2,#NUM!
HEX,,07010312,1,#NUM!
HEX,,07010312,2,38.79062069
HEX,,07010301,1,#NUM!
HEX,,07010301,2,37.92670518
HEX,,07010311,1,#NUM!
HEX,,07010311,2,#NUM!
HEX,,07010307,1,#NUM!
HEX,,07010307,2,#NUM!
HEX,,07010305,1,#NUM!
HEX,,07010305,2,#NUM!
HEX,,01010309,1,#NUM!
HEX,,01010309,2,#NUM!
HEX,,01010312,1,#NUM!
HEX,,01010312,2,#NUM!
HEX,,01010304,1,#NUM!
HEX,,01010304,2,#NUM!
HEX,,010103C,1,#NUM!
HEX,,010103C,2,#NUM!
HEX,,01010305,1,#NUM!
HEX,,01010305,2,#NUM!
HEX,,01010303,1,#NUM!
HEX,,01010303,2,#NUM!
HEX,,01010310,1,#NUM!
HEX,,01010310,2,#NUM!
HEX,,12010211,1,#NUM!
HEX,,12010211,2,#NUM!
HEX,,120102C,1,#NUM!
HEX,,120102C,2,#NUM!
HEX,,12010203,1,#NUM!
HEX,,12010203,2,#NUM!
HEX,,12010207,1,#NUM!
HEX,,12010207,2,#NUM!
HEX,,12010202,1,#NUM!
HEX,,12010202,2,#NUM!
HEX,,12020202,1,#NUM!
HEX,,12020202,2,#NUM!
HEX,,12020210,1,#NUM!
HEX,,12020210,2,#NUM!
HEX,,12020208,1,#NUM!
HEX,,12020208,2,#NUM!
HEX,,12020206,1,#NUM!
HEX,,12020206,2,#NUM!
HEX,,12020204,1,#NUM!
HEX,,12020204,2,#NUM!
HEX,,12020205,1,#NUM!
HEX,,12020205,2,#NUM!
HEX,,12030201,1,#NUM!
HEX,,12030201,2,#NUM!
HEX,,12030209,1,#NUM!
HEX,,12030209,2,#NUM!
HEX,,120302C,1,#NUM!
HEX,,120302C,2,#NUM!
HEX,,12030203,1,#NUM!
HEX,,12030203,2,#NUM!
HEX,,"Bd+FV3 10_5,5",1,26.14323337
HEX,,"Bd+FV3 10_2,2",1,36.08889967
HEX,,"Bd+FV3 10_1,1",1,37.59727278
HEX,,NTC,1,#NUM!
HEX,,08010202,1,#NUM!
HEX,,08010202,2,#NUM!
HEX,,08010203,1,#NUM!
HEX,,08010203,2,#NUM!
HEX,,08010208,1,#NUM!
HEX,,08010208,2,#NUM!
HEX,,08010204,1,#NUM!
HEX,,08010204,2,#NUM!
HEX,,"Bd+FV3 10_5,5",2,26.21525014
HEX,,"Bd+FV3 10_2,2",2,35.97407838
HEX,,"Bd+FV3 10_1,1",2,36.59198555
HEX,,NTC,2,#NUM!
FAM,,12030211,1,38.86478745
FAM,,12030211,2,#NUM!
FAM,,12020303,1,#NUM!
FAM,,12020303,2,#NUM!
FAM,,07020311,1,#NUM!
FAM,,07020311,2,#NUM!
FAM,,07020306,1,#NUM!
FAM,,07020306,2,#NUM!
FAM,,06010105,1,#NUM!
FAM,,06010105,2,36.84430851
FAM,,06010106,1,#NUM!
FAM,,06010106,2,20.48944095
FAM,,12030207,1,#NUM!
FAM,,12030207,2,#NUM!
FAM,,12030108,1,39.40537863
FAM,,12030108,2,#NUM!
FAM,,12010310,1,#NUM!
FAM,,12010310,2,#NUM!
FAM,,07010308,1,#NUM!
FAM,,07010308,2,#NUM!
FAM,,06010112,1,#NUM!
FAM,,06010112,2,#NUM!
FAM,,06010101,1,#NUM!
FAM,,06010101,2,#NUM!
FAM,,12030202,1,#NUM!
FAM,,12030202,2,#NUM!
FAM,,07010303,1,#NUM!
FAM,,07010303,2,#NUM!
FAM,,07010309,1,#NUM!
FAM,,07010309,2,#NUM!
FAM,,07010306,1,#NUM!
FAM,,07010306,2,#NUM!
FAM,,060101c,1,#NUM!
FAM,,060101c,2,#NUM!
FAM,,06020107,1,#NUM!
FAM,,06020107,2,#NUM!
FAM,,080102C,1,#NUM!
FAM,,080102C,2,#NUM!
FAM,,01010308,1,39.40452579
FAM,,01010308,2,#NUM!
FAM,,01010301,1,#NUM!
FAM,,01010301,2,#NUM!
FAM,,01010311,1,#NUM!
FAM,,01010311,2,#NUM!
FAM,,06010108,1,#NUM!
FAM,,06010108,2,#NUM!
FAM,,06020109,1,#NUM!
FAM,,06020109,2,#NUM!
FAM,,12030205,1,#NUM!
FAM,,12030205,2,#NUM!
FAM,,12010205,1,#NUM!
FAM,,12010205,2,#NUM!
FAM,,12010212,1,#NUM!
FAM,,12010212,2,#NUM!
FAM,,12010201,1,#NUM!
FAM,,12010201,2,#NUM!
FAM,,06010107,1,#NUM!
FAM,,06010107,2,#NUM!
FAM,,06020108,1,#NUM!
FAM,,06020108,2,#NUM!
FAM,,08010206,1,35.60392811
FAM,,08010206,2,34.02170086
FAM,,12020207,1,39.58028251
FAM,,12020207,2,#NUM!
FAM,,12020203,1,38.28093305
FAM,,12020203,2,#NUM!
FAM,,12020211,1,#NUM!
FAM,,12020211,2,#NUM!
FAM,,06010103,1,#NUM!
FAM,,06010103,2,#NUM!
FAM,,06020110,1,#NUM!
FAM,,06020110,2,#NUM!
FAM,,12030204,1,#NUM!
FAM,,12030204,2,#NUM!
FAM,,12030210,1,43.39923
FAM,,12030210,2,#NUM!
FAM,,12030206,1,#NUM!
FAM,,12030206,2,#NUM!
FAM,,12030212,1,37.25523607
FAM,,12030212,2,37.36130043
FAM,,"Bd+FV3 10_5,5",1,25.7153048
FAM,,"Bd+FV3 10_2,2",1,35.58364893
FAM,,"Bd+FV3 10_1,1",1,36.13100704
FAM,,NTC,1,#NUM!
FAM,,08010207,1,#NUM!
FAM,,08010207,2,#NUM!
FAM,,08010205,1,#NUM!
FAM,,08010205,2,#NUM!
FAM,,08010201,1,#NUM!
FAM,,08010201,2,#NUM!
FAM,,080202C,1,#NUM!
FAM,,080202C,2,#NUM!
FAM,,"Bd+FV3 10_5,5",2,25.48962152
FAM,,"Bd+FV3 10_2,2",2,34.25936359
FAM,,"Bd+FV3 10_1,1",2,37.51510524
FAM,,NTC,2,#NUM!
HEX,,12030211,1,#NUM!
HEX,,12030211,2,#NUM!
HEX,,12020303,1,39.16954803
HEX,,12020303,2,#NUM!
HEX,,07020311,1,#NUM!
HEX,,07020311,2,#NUM!
HEX,,07020306,1,#NUM!
HEX,,07020306,2,#NUM!
HEX,,06010105,1,#NUM!
HEX,,06010105,2,#NUM!
HEX,,06010106,1,#NUM!
HEX,,06010106,2,#NUM!
HEX,,12030207,1,#NUM!
HEX,,12030207,2,#NUM!
HEX,,12030108,1,#NUM!
HEX,,12030108,2,#NUM!
HEX,,12010310,1,#NUM!
HEX,,12010310,2,#NUM!
HEX,,07010308,1,#NUM!
HEX,,07010308,2,#NUM!
HEX,,06010112,1,#NUM!
HEX,,06010112,2,#NUM!
HEX,,06010101,1,#NUM!
HEX,,06010101,2,#NUM!
HEX,,12030202,1,#NUM!
HEX,,12030202,2,#NUM!
HEX,,07010303,1,#NUM!
HEX,,07010303,2,#NUM!
HEX,,07010309,1,#NUM!
HEX,,07010309,2,#NUM!
HEX,,07010306,1,#NUM!
HEX,,07010306,2,#NUM!
HEX,,060101c,1,#NUM!
HEX,,060101c,2,#NUM!
HEX,,06020107,1,#NUM!
HEX,,06020107,2,#NUM!
HEX,,080102C,1,#NUM!
HEX,,080102C,2,#NUM!
HEX,,01010308,1,#NUM!
HEX,,01010308,2,#NUM!
HEX,,01010301,1,#NUM!
HEX,,01010301,2,#NUM!
HEX,,01010311,1,#NUM!
HEX,,01010311,2,#NUM!
HEX,,06010108,1,#NUM!
HEX,,06010108,2,#NUM!
HEX,,06020109,1,#NUM!
HEX,,06020109,2,#NUM!
HEX,,12030205,1,#NUM!
HEX,,12030205,2,#NUM!
HEX,,12010205,1,#NUM!
HEX,,12010205,2,#NUM!
HEX,,12010212,1,#NUM!
HEX,,12010212,2,#NUM!
HEX,,12010201,1,#NUM!
HEX,,12010201,2,#NUM!
HEX,,06010107,1,#NUM!
HEX,,06010107,2,#NUM!
HEX,,06020108,1,#NUM!
HEX,,06020108,2,#NUM!
HEX,,08010206,1,#NUM!
HEX,,08010206,2,#NUM!
HEX,,12020207,1,#NUM!
HEX,,12020207,2,#NUM!
HEX,,12020203,1,#NUM!
HEX,,12020203,2,#NUM!
HEX,,12020211,1,#NUM!
HEX,,12020211,2,#NUM!
HEX,,06010103,1,#NUM!
HEX,,06010103,2,#NUM!
HEX,,06020110,1,#NUM!
HEX,,06020110,2,#NUM!
HEX,,12030204,1,#NUM!
HEX,,12030204,2,#NUM!
HEX,,12030210,1,#NUM!
HEX,,12030210,2,#NUM!
HEX,,12030206,1,#NUM!
HEX,,12030206,2,#NUM!
HEX,,12030212,1,#NUM!
HEX,,12030212,2,#NUM!
HEX,,"Bd+FV3 10_5,5",1,26.64344953
HEX,,"Bd+FV3 10_2,2",1,36.10176948
HEX,,"Bd+FV3 10_1,1",1,37.15774573
HEX,,NTC,1,#NUM!
HEX,,08010207,1,#NUM!
HEX,,08010207,2,#NUM!
HEX,,08010205,1,#NUM!
HEX,,08010205,2,#NUM!
HEX,,08010201,1,#NUM!
HEX,,08010201,2,#NUM!
HEX,,080202C,1,#NUM!
HEX,,080202C,2,#NUM!
HEX,,"Bd+FV3 10_5,5",2,26.37449384
HEX,,"Bd+FV3 10_2,2",2,34.48128017
HEX,,"Bd+FV3 10_1,1",2,36.80992457
HEX,,NTC,2,#NUM!
FAM,,06020105,1,#NUM!
FAM,,06020105,2,#NUM!
FAM,,10020205,1,#NUM!
FAM,,10020205,2,#NUM!
FAM,,10020206,1,#NUM!
FAM,,10020206,2,#NUM!
FAM,,100302c,1,#NUM!
FAM,,100302c,2,#NUM!
FAM,,10010203,1,#NUM!
FAM,,10010203,2,#NUM!
FAM,,10010202,1,#NUM!
FAM,,10010202,2,#NUM!
FAM,,06020103,1,#NUM!
FAM,,06020103,2,#NUM!
FAM,,10020201,1,#NUM!
FAM,,10020201,2,#NUM!
FAM,,10030206,1,#NUM!
FAM,,10030206,2,#NUM!
FAM,,10030209,1,#NUM!
FAM,,10030209,2,#NUM!
FAM,,10010212,1,#NUM!
FAM,,10010212,2,#NUM!
FAM,,10010211,1,#NUM!
FAM,,10010211,2,#NUM!
FAM,,06020102,1,#NUM!
FAM,,06020102,2,#NUM!
FAM,,10020210,1,#NUM!
FAM,,10020210,2,#NUM!
FAM,,10030202,1,#NUM!
FAM,,10030202,2,#NUM!
FAM,,10030211,1,#NUM!
FAM,,10030211,2,#NUM!
FAM,,10010204,1,#NUM!
FAM,,10010204,2,#NUM!
FAM,,100102c,1,#NUM!
FAM,,100102c,2,#NUM!
FAM,,06020106,1,#NUM!
FAM,,06020106,2,#NUM!
FAM,,10020204,1,#NUM!
FAM,,10020204,2,#NUM!
FAM,,10030212,1,#NUM!
FAM,,10030212,2,#NUM!
FAM,,10030204,1,#NUM!
FAM,,10030204,2,#NUM!
FAM,,10010201,1,#NUM!
FAM,,10010201,2,#NUM!
FAM,,12010111,1,#NUM!
FAM,,12010111,2,#NUM!
FAM,,10020203,1,#NUM!
FAM,,10020203,2,#NUM!
FAM,,10020212,1,#NUM!
FAM,,10020212,2,#NUM!
FAM,,10030210,1,#NUM!
FAM,,10030210,2,#NUM!
FAM,,10030208,1,39.06316672
FAM,,10030208,2,#NUM!
FAM,,10010208,1,#NUM!
FAM,,10010208,2,#NUM!
FAM,,12010110,1,#NUM!
FAM,,12010110,2,#NUM!
FAM,,10020209,1,40.50754754
FAM,,10020209,2,41.08898901
FAM,,100202c,1,#NUM!
FAM,,100202c,2,#NUM!
FAM,,10030207,1,#NUM!
FAM,,10030207,2,#NUM!
FAM,,10030201,1,#NUM!
FAM,,10030201,2,#NUM!
FAM,,10010206,1,#NUM!
FAM,,10010206,2,#NUM!
FAM,,12010102,1,#NUM!
FAM,,12010102,2,#NUM!
FAM,,100202011,1,#NUM!
FAM,,100202011,2,#NUM!
FAM,,10020202,1,#NUM!
FAM,,10020202,2,#NUM!
FAM,,10030203,1,39.88729456
FAM,,10030203,2,38.83350753
FAM,,10010205,1,39.92479672
FAM,,10010205,2,#NUM!
FAM,,"Bd+FV3 10_5,5",1,26.49918063
FAM,,"Bd+FV3 10_2,2",1,36.49849201
FAM,,"Bd+FV3 10_1,1",1,36.09041346
FAM,,NTC,1,#NUM!
FAM,,10020208,1,#NUM!
FAM,,10020208,2,#NUM!
FAM,,10020207,1,#NUM!
FAM,,10020207,2,#NUM!
FAM,,10030205,1,#NUM!
FAM,,10030205,2,#NUM!
FAM,,10010210,1,#NUM!
FAM,,10010210,2,#NUM!
FAM,,"Bd+FV3 10_5,5",2,26.25339621
FAM,,"Bd+FV3 10_2,2",2,37.11927314
FAM,,"Bd+FV3 10_1,1",2,37.02214068
FAM,,NTC,2,#NUM!
HEX,,06020105,1,#NUM!
HEX,,06020105,2,#NUM!
HEX,,10020205,1,#NUM!
HEX,,10020205,2,#NUM!
HEX,,10020206,1,#NUM!
HEX,,10020206,2,#NUM!
HEX,,100302c,1,#NUM!
HEX,,100302c,2,#NUM!
HEX,,10010203,1,#NUM!
HEX,,10010203,2,#NUM!
HEX,,10010202,1,#NUM!
HEX,,10010202,2,#NUM!
HEX,,06020103,1,#NUM!
HEX,,06020103,2,#NUM!
HEX,,10020201,1,#NUM!
HEX,,10020201,2,#NUM!
HEX,,10030206,1,#NUM!
HEX,,10030206,2,#NUM!
HEX,,10030209,1,#NUM!
HEX,,10030209,2,#NUM!
HEX,,10010212,1,#NUM!
HEX,,10010212,2,#NUM!
HEX,,10010211,1,#NUM!
HEX,,10010211,2,#NUM!
HEX,,06020102,1,#NUM!
HEX,,06020102,2,#NUM!
HEX,,10020210,1,#NUM!
HEX,,10020210,2,#NUM!
HEX,,10030202,1,#NUM!
HEX,,10030202,2,#NUM!
HEX,,10030211,1,#NUM!
HEX,,10030211,2,#NUM!
HEX,,10010204,1,#NUM!
HEX,,10010204,2,#NUM!
HEX,,100102c,1,#NUM!
HEX,,100102c,2,#NUM!
HEX,,06020106,1,#NUM!
HEX,,06020106,2,#NUM!
HEX,,10020204,1,#NUM!
HEX,,10020204,2,#NUM!
HEX,,10030212,1,#NUM!
HEX,,10030212,2,#NUM!
HEX,,10030204,1,#NUM!
HEX,,10030204,2,#NUM!
HEX,,10010201,1,#NUM!
HEX,,10010201,2,#NUM!
HEX,,12010111,1,#NUM!
HEX,,12010111,2,#NUM!
HEX,,10020203,1,#NUM!
HEX,,10020203,2,#NUM!
HEX,,10020212,1,#NUM!
HEX,,10020212,2,#NUM!
HEX,,10030210,1,#NUM!
HEX,,10030210,2,#NUM!
HEX,,10030208,1,#NUM!
HEX,,10030208,2,#NUM!
HEX,,10010208,1,#NUM!
HEX,,10010208,2,#NUM!
HEX,,12010110,1,#NUM!
HEX,,12010110,2,#NUM!
HEX,,10020209,1,#NUM!
HEX,,10020209,2,#NUM!
HEX,,100202c,1,#NUM!
HEX,,100202c,2,#NUM!
HEX,,10030207,1,#NUM!
HEX,,10030207,2,#NUM!
HEX,,10030201,1,#NUM!
HEX,,10030201,2,#NUM!
HEX,,10010206,1,#NUM!
HEX,,10010206,2,#NUM!
HEX,,12010102,1,#NUM!
HEX,,12010102,2,#NUM!
HEX,,100202011,1,#NUM!
HEX,,100202011,2,#NUM!
HEX,,10020202,1,#NUM!
HEX,,10020202,2,#NUM!
HEX,,10030203,1,#NUM!
HEX,,10030203,2,#NUM!
HEX,,10010205,1,#NUM!
HEX,,10010205,2,#NUM!
HEX,,"Bd+FV3 10_5,5",1,26.07925776
HEX,,"Bd+FV3 10_2,2",1,36.25804285
HEX,,"Bd+FV3 10_1,1",1,35.5122803
HEX,,NTC,1,#NUM!
HEX,,10020208,1,#NUM!
HEX,,10020208,2,#NUM!
HEX,,10020207,1,#NUM!
HEX,,10020207,2,#NUM!
HEX,,10030205,1,#NUM!
HEX,,10030205,2,#NUM!
HEX,,10010210,1,#NUM!
HEX,,10010210,2,#NUM!
HEX,,"Bd+FV3 10_5,5",2,26.35844747
HEX,,"Bd+FV3 10_2,2",2,36.75021089
HEX,,"Bd+FV3 10_1,1",2,36.5341229
HEX,,NTC,2,#NUM!
FAM,,12010104,1,#NUM!
FAM,,12010104,2,#NUM!
FAM,,1203010,1,#NUM!
FAM,,1203010,2,#NUM!
FAM,,12030106,1,38.18885901
FAM,,12030106,2,39.45407778
FAM,,06010102,1,#NUM!
FAM,,06010102,2,#NUM!
FAM,,06010110,1,39.71439153
FAM,,06010110,2,41.01125974
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,12010103,1,#NUM!
FAM,,12010103,2,#NUM!
FAM,,12030102,1,#NUM!
FAM,,12030102,2,#NUM!
FAM,,12030109,1,#NUM!
FAM,,12030109,2,#NUM!
FAM,,06010111,1,37.14141826
FAM,,06010111,2,38.36035007
FAM,,06010109,1,#NUM!
FAM,,06010109,2,38.00769405
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,12010105,1,#NUM!
FAM,,12010105,2,#NUM!
FAM,,12030105,1,#NUM!
FAM,,12030105,2,#NUM!
FAM,,12030111,1,#NUM!
FAM,,12030111,2,#NUM!
FAM,,06020101,1,#NUM!
FAM,,06020101,2,#NUM!
FAM,,06010104,1,#NUM!
FAM,,06010104,2,#NUM!
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,120101c,1,#NUM!
FAM,,120101c,2,#NUM!
FAM,,12030108,1,#NUM!
FAM,,12030108,2,35.09878816
FAM,,1203011c,1,#NUM!
FAM,,1203011c,2,#NUM!
FAM,,06020104,1,#NUM!
FAM,,06020104,2,#NUM!
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,12010112,1,#NUM!
FAM,,12010112,2,39.53395727
FAM,,12030102,1,#NUM!
FAM,,12030102,2,#NUM!
FAM,,12030112,1,#NUM!
FAM,,12030112,2,#NUM!
FAM,,10010209,1,#NUM!
FAM,,10010209,2,#NUM!
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,12010101,1,#NUM!
FAM,,12010101,2,#NUM!
FAM,,12030103,1,#NUM!
FAM,,12030103,2,#NUM!
FAM,,12030101,1,#NUM!
FAM,,12030101,2,#NUM!
FAM,,10010207,1,#NUM!
FAM,,10010207,2,#NUM!
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,Empty,1,#NUM!
FAM,,Empty,2,#NUM!
FAM,,12010108,1,#NUM!
FAM,,12010108,2,#NUM!
FAM,,12030113,1,#NUM!
FAM,,12030113,2,#NUM!
FAM,,12020109,1,#NUM!
