Fluor,Target,Sample,Rep,Cq
FAM,,09030303,2,#NUM!
FAM,,09030312,1,#NUM!
FAM,,09030312,2,#NUM!
FAM,,09030314,1,#NUM!
FAM,,09030314,2,#NUM!
FAM,,09010302,1,#NUM!
FAM,,09010302,2,#NUM!
FAM,,09010312,1,#NUM!
FAM,,09010312,2,#NUM!
FAM,,09010307,1,38.60966706
FAM,,09010307,2,#NUM!
FAM,,09010305,1,36.79546704
FAM,,09010305,2,36.78251954
FAM,,09010309,1,#NUM!
FAM,,09010309,2,39.72090682
FAM,,09010310,1,#NUM!
FAM,,09010310,2,39.83173316
FAM,,090103C,1,#NUM!
FAM,,090103C,2,#NUM!
FAM,,09020305,1,#NUM!
FAM,,09020305,2,#NUM!
FAM,,09020303,1,#NUM!
FAM,,09020303,2,#NUM!
FAM,,09020310,1,#NUM!
FAM,,09020310,2,#NUM!
FAM,,09020312,1,#NUM!
FAM,,09020312,2,#NUM!
FAM,,09020302,1,#NUM!
FAM,,09020302,2,#NUM!
FAM,,09020301,1,#NUM!
FAM,,09020301,2,38.6753714
FAM,,11010303,1,#NUM!
FAM,,11010303,2,#NUM!
FAM,,11010304,1,35.51847468
FAM,,11010304,2,36.04775163
FAM,,11010312,1,#NUM!
FAM,,11010312,2,#NUM!
FAM,,110103C,1,#NUM!
FAM,,110103C,2,#NUM!
FAM,,11010310,1,#NUM!
FAM,,11010310,2,#NUM!
FAM,,11010309,1,#NUM!
FAM,,11010309,2,#NUM!
FAM,,11040304,1,#NUM!
FAM,,11040304,2,#NUM!
FAM,,11040303,1,#NUM!
FAM,,11040303,2,#NUM!
FAM,,11040308,1,#NUM!
FAM,,11040308,2,#NUM!
FAM,,11040309,1,#NUM!
FAM,,11040309,2,#NUM!
FAM,,"Bd+FV3 10_5,5",1,25.60254243
FAM,,"Bd+FV3 10_2,2",1,35.97973006
FAM,,"Bd+FV3 10_1,1",1,36.17700371
FAM,,NTC,1,#NUM!
FAM,,11020310,1,#NUM!
FAM,,11020310,2,#NUM!
FAM,,11020305,1,#NUM!
FAM,,11020305,2,#NUM!
FAM,,11020301,1,#NUM!
FAM,,11020301,2,#NUM!
FAM,,11020304,1,#NUM!
FAM,,11020304,2,#NUM!
FAM,,"Bd+FV3 10_5,5",2,25.67458245
FAM,,"Bd+FV3 10_2,2",2,36.45219185
FAM,,"Bd+FV3 10_1,1",2,37.31015396
FAM,,NTC,2,#NUM!
HEX,,10030301,1,#NUM!
HEX,,10030301,2,#NUM!
HEX,,10030307,1,#NUM!
HEX,,10030307,2,#NUM!
HEX,,10030303,1,#NUM!
HEX,,10030303,2,#NUM!
HEX,,10030311,1,#NUM!
HEX,,10030311,2,#NUM!
HEX,,10030312,1,#NUM!
HEX,,10030312,2,#NUM!
HEX,,10030304,1,#NUM!
HEX,,10030304,2,#NUM!
HEX,,10030305,1,#NUM!
HEX,,10030305,2,#NUM!
HEX,,09030306,1,#NUM!
HEX,,09030306,2,#NUM!
HEX,,09030313,1,#NUM!
HEX,,09030313,2,#NUM!
HEX,,09030305,1,#NUM!
HEX,,09030305,2,#NUM!
HEX,,09030302,1,#NUM!
HEX,,09030302,2,#NUM!
HEX,,09030304,1,#NUM!
HEX,,09030304,2,#NUM!
HEX,,090308,1,#NUM!
HEX,,090308,2,#NUM!
HEX,,090303C,1,#NUM!
HEX,,090303C,2,#NUM!
HEX,,09030303,1,#NUM!
HEX,,09030303,2,#NUM!
HEX,,09030312,1,#NUM!
HEX,,09030312,2,#NUM!
HEX,,09030314,1,#NUM!
HEX,,09030314,2,#NUM!
HEX,,09010302,1,#NUM!
HEX,,09010302,2,#NUM!
HEX,,09010312,1,#NUM!
HEX,,09010312,2,#NUM!
HEX,,09010307,1,#NUM!
HEX,,09010307,2,#NUM!
HEX,,09010305,1,#NUM!
HEX,,09010305,2,#NUM!
HEX,,09010309,1,#NUM!
HEX,,09010309,2,#NUM!
HEX,,09010310,1,#NUM!
HEX,,09010310,2,#NUM!
HEX,,090103C,1,#NUM!
HEX,,090103C,2,#NUM!
HEX,,09020305,1,#NUM!
HEX,,09020305,2,#NUM!
HEX,,09020303,1,#NUM!
HEX,,09020303,2,#NUM!
HEX,,09020310,1,#NUM!
HEX,,09020310,2,#NUM!
HEX,,09020312,1,39.83701407
HEX,,09020312,2,#NUM!
HEX,,09020302,1,#NUM!
HEX,,09020302,2,#NUM!
HEX,,09020301,1,#NUM!
HEX,,09020301,2,#NUM!
HEX,,11010303,1,#NUM!
HEX,,11010303,2,#NUM!
HEX,,11010304,1,#NUM!
HEX,,11010304,2,#NUM!
HEX,,11010312,1,#NUM!
HEX,,11010312,2,#NUM!
HEX,,110103C,1,#NUM!
HEX,,110103C,2,#NUM!
HEX,,11010310,1,#NUM!
HEX,,11010310,2,#NUM!
HEX,,11010309,1,#NUM!
HEX,,11010309,2,#NUM!
HEX,,11040304,1,#NUM!
HEX,,11040304,2,#NUM!
HEX,,11040303,1,#NUM!
HEX,,11040303,2,#NUM!
HEX,,11040308,1,#NUM!
HEX,,11040308,2,#NUM!
HEX,,11040309,1,#NUM!
HEX,,11040309,2,#NUM!
HEX,,"Bd+FV3 10_5,5",1,26.53956247
HEX,,"Bd+FV3 10_2,2",1,36.3991345
HEX,,"Bd+FV3 10_1,1",1,37.37430669
HEX,,NTC,1,#NUM!
HEX,,11020310,1,#NUM!
HEX,,11020310,2,#NUM!
HEX,,11020305,1,#NUM!
HEX,,11020305,2,#NUM!
HEX,,11020301,1,#NUM!
HEX,,11020301,2,#NUM!
HEX,,11020304,1,#NUM!
HEX,,11020304,2,#NUM!
HEX,,"Bd+FV3 10_5,5",2,26.56147216
HEX,,"Bd+FV3 10_2,2",2,36.9341631
HEX,,"Bd+FV3 10_1,1",2,37.47310598
HEX,,NTC,2,#NUM!
FAM,,10030302,1,#NUM!
FAM,,10030302,2,#NUM!
FAM,,10030308,1,#NUM!
FAM,,10030308,2,#NUM!
FAM,,10030C,1,#NUM!
FAM,,10030C,2,#NUM!
FAM,,10030309,1,#NUM!
FAM,,10030309,2,#NUM!
FAM,,10030306,1,#NUM!
FAM,,10030306,2,#NUM!
FAM,,110403C,1,#NUM!
FAM,,110403C,2,#NUM!
FAM,,09030309,1,#NUM!
FAM,,09030309,2,#NUM!
FAM,,09030315,1,#NUM!
FAM,,09030315,2,#NUM!
FAM,,09030310,1,#NUM!
FAM,,09030310,2,#NUM!
FAM,,09030301,1,#NUM!
FAM,,09030301,2,#NUM!
FAM,,09030311,1,#NUM!
FAM,,09030311,2,#NUM!
FAM,,11020312,1,#NUM!
FAM,,11020312,2,#NUM!
FAM,,09010311,1,#NUM!
FAM,,09010311,2,#NUM!
FAM,,09010303,1,#NUM!
FAM,,09010303,2,#NUM!
FAM,,09010301,1,#NUM!
FAM,,09010301,2,#NUM!
FAM,,09010306,1,#NUM!
FAM,,09010306,2,#NUM!
FAM,,09010304,1,35.45934628
FAM,,09010304,2,35.01722765
FAM,,11040301,1,#NUM!
FAM,,11040301,2,#NUM!
FAM,,09020309,1,#NUM!
FAM,,09020309,2,#NUM!
FAM,,09020308,1,#NUM!
FAM,,09020308,2,#NUM!
FAM,,090203C,1,#NUM!
FAM,,090203C,2,#NUM!
FAM,,09020311,1,38.97948115
FAM,,09020311,2,#NUM!
FAM,,09020306,1,36.65273517
FAM,,09020306,2,36.81192021
FAM,,11020308,1,#NUM!
FAM,,11020308,2,#NUM!
FAM,,11010306,1,#NUM!
FAM,,11010306,2,#NUM!
FAM,,11010301,1,#NUM!
FAM,,11010301,2,#NUM!
FAM,,11010302,1,#NUM!
FAM,,11010302,2,#NUM!
FAM,,11010307,1,#NUM!
FAM,,11010307,2,#NUM!
FAM,,11010311,1,#NUM!
FAM,,11010311,2,#NUM!
FAM,,11040310,1,38.35405552
FAM,,11040310,2,39.04453047
FAM,,11010308,1,#NUM!
FAM,,11010308,2,#NUM!
FAM,,11090312,1,38.43891844
FAM,,11090312,2,#NUM!
FAM,,11040306,1,36.45559388
FAM,,11040306,2,38.26448395
FAM,,11040307,1,37.11905061
FAM,,11040307,2,37.59657713
FAM,,11040305,1,#NUM!
FAM,,11040305,2,#NUM!
FAM,,11020311,1,#NUM!
FAM,,11020311,2,39.52827917
FAM,,11040311,1,#NUM!
FAM,,11040311,2,#NUM!
FAM,,11040302,1,#NUM!
FAM,,11040302,2,#NUM!
FAM,,11020303,1,#NUM!
FAM,,11020303,2,#NUM!
FAM,,11020302,1,#NUM!
FAM,,11020302,2,#NUM!
FAM,,"Bd+FV3 10_5,5",1,25.08635555
FAM,,"Bd+FV3 10_2,2",1,35.22372236
FAM,,"Bd+FV3 10_1,1",1,36.65086095
FAM,,NTC,1,#NUM!
FAM,,11020309,1,#NUM!
FAM,,11020309,2,#NUM!
FAM,,11020306,1,#NUM!
FAM,,11020306,2,#NUM!
FAM,,110203C,1,#NUM!
FAM,,110203C,2,#NUM!
FAM,,06010310,1,#NUM!
FAM,,06010310,2,37.75776022
FAM,,"Bd+FV3 10_5,5",2,25.18358332
FAM,,"Bd+FV3 10_2,2",2,34.71817308
FAM,,"Bd+FV3 10_1,1",2,34.90686171
FAM,,NTC,2,#NUM!
HEX,,10030302,1,#NUM!
HEX,,10030302,2,#NUM!
HEX,,10030308,1,#NUM!
HEX,,10030308,2,#NUM!
HEX,,10030C,1,#NUM!
HEX,,10030C,2,#NUM!
HEX,,10030309,1,#NUM!
HEX,,10030309,2,#NUM!
HEX,,10030306,1,#NUM!
HEX,,10030306,2,#NUM!
HEX,,110403C,1,#NUM!
HEX,,110403C,2,#NUM!
HEX,,09030309,1,#NUM!
HEX,,09030309,2,#NUM!
HEX,,09030315,1,#NUM!
HEX,,09030315,2,#NUM!
HEX,,09030310,1,#NUM!
HEX,,09030310,2,#NUM!
HEX,,09030301,1,#NUM!
HEX,,09030301,2,#NUM!
HEX,,09030311,1,#NUM!
HEX,,09030311,2,#NUM!
HEX,,11020312,1,#NUM!
HEX,,11020312,2,#NUM!
HEX,,09010311,1,#NUM!
HEX,,09010311,2,#NUM!
HEX,,09010303,1,#NUM!
HEX,,09010303,2,#NUM!
HEX,,09010301,1,#NUM!
HEX,,09010301,2,#NUM!
HEX,,09010306,1,#NUM!
HEX,,09010306,2,#NUM!
HEX,,09010304,1,#NUM!
HEX,,09010304,2,#NUM!
HEX,,11040301,1,#NUM!
HEX,,11040301,2,#NUM!
HEX,,09020309,1,#NUM!
HEX,,09020309,2,#NUM!
HEX,,09020308,1,#NUM!
HEX,,09020308,2,#NUM!
HEX,,090203C,1,#NUM!
HEX,,090203C,2,#NUM!
HEX,,09020311,1,#NUM!
HEX,,09020311,2,#NUM!
HEX,,09020306,1,#NUM!
HEX,,09020306,2,#NUM!
HEX,,11020308,1,37.75309298
HEX,,11020308,2,#NUM!
HEX,,11010306,1,#NUM!
HEX,,11010306,2,#NUM!
HEX,,11010301,1,#NUM!
HEX,,11010301,2,#NUM!
HEX,,11010302,1,#NUM!
HEX,,11010302,2,#NUM!
HEX,,11010307,1,#NUM!
HEX,,11010307,2,#NUM!
HEX,,11010311,1,#NUM!
HEX,,11010311,2,#NUM!
HEX,,11040310,1,#NUM!
HEX,,11040310,2,#NUM!
HEX,,11010308,1,#NUM!
HEX,,11010308,2,#NUM!
HEX,,11090312,1,#NUM!
HEX,,11090312,2,#NUM!
HEX,,11040306,1,#NUM!
HEX,,11040306,2,#NUM!
HEX,,11040307,1,37.48695925
HEX,,11040307,2,#NUM!
HEX,,11040305,1,#NUM!
HEX,,11040305,2,#NUM!
HEX,,11020311,1,#NUM!
HEX,,11020311,2,#NUM!
HEX,,11040311,1,#NUM!
HEX,,11040311,2,#NUM!
HEX,,11040302,1,#NUM!
HEX,,11040302,2,#NUM!
HEX,,11020303,1,#NUM!
HEX,,11020303,2,#NUM!
HEX,,11020302,1,#NUM!
HEX,,11020302,2,#NUM!
HEX,,"Bd+FV3 10_5,5",1,25.92017571
HEX,,"Bd+FV3 10_2,2",1,35.91202446
HEX,,"Bd+FV3 10_1,1",1,37.03478067
HEX,,NTC,1,#NUM!
HEX,,11020309,1,#NUM!
HEX,,11020309,2,#NUM!
HEX,,11020306,1,37.5928045
HEX,,11020306,2,#NUM!
HEX,,110203C,1,#NUM!
HEX,,110203C,2,#NUM!
HEX,,06010310,1,#NUM!
HEX,,06010310,2,#NUM!
HEX,,"Bd+FV3 10_5,5",2,26.0589168
HEX,,"Bd+FV3 10_2,2",2,35.1161716
HEX,,"Bd+FV3 10_1,1",2,35.2200274
HEX,,NTC,2,#NUM!
FAM,,09020108,1,#NUM!
FAM,,09020108,2,#NUM!
FAM,,03010211,1,38.05787354
FAM,,03010211,2,38.8087757
FAM,,09020307,1,#NUM!
FAM,,09020307,2,43.22280551
FAM,,06010312,1,#NUM!
FAM,,06010312,2,#NUM!
FAM,,06010305,1,38.72052038
FAM,,06010305,2,#NUM!
FAM,,06010307,1,#NUM!
FAM,,06010307,2,4.789361867
FAM,,09020208,1,#NUM!
FAM,,09020208,2,#NUM!
FAM,,09030208,1,36.2326104
FAM,,09030208,2,36.07128224
FAM,,06020301,1,#NUM!
FAM,,06020301,2,#NUM!
FAM,,06020310,1,#NUM!
FAM,,06020310,2,#NUM!
FAM,,06020302,1,#NUM!
FAM,,06020302,2,#NUM!
FAM,,06020304,1,#NUM!
FAM,,06020304,2,#NUM!
FAM,,03010204,1,#NUM!
FAM,,03010204,2,#NUM!
FAM,,10030104,1,#NUM!
FAM,,10030104,2,#NUM!
FAM,,06020308,1,35.01003975
FAM,,06020308,2,#NUM!
FAM,,02010313,1,#NUM!
FAM,,02010313,2,#NUM!
FAM,,02010304,1,#NUM!
FAM,,02010304,2,#NUM!
FAM,,02010301,1,#NUM!
FAM,,02010301,2,#NUM!
FAM,,030102010,1,36.36617474
FAM,,030102010,2,37.30363793
FAM,,11020307,1,#NUM!
FAM,,11020307,2,#NUM!
FAM,,02010310,1,38.42948422
FAM,,02010310,2,#NUM!
FAM,,02010311,1,#NUM!
FAM,,02010311,2,#NUM!
FAM,,02010304,1,#NUM!
FAM,,02010304,2,#NUM!
FAM,,02010308,1,#NUM!
FAM,,02010308,2,#NUM!
FAM,,09020209,1,#NUM!
FAM,,09020209,2,#NUM!
FAM,,06010309,1,#NUM!
FAM,,06010310,2,#NUM!
FAM,,04010305,1,#NUM!
FAM,,04010305,2,#NUM!
FAM,,04010309,1,#NUM!
FAM,,04010309,2,#NUM!
FAM,,04010311,1,#NUM!
FAM,,04010311,2,#NUM!
FAM,,04010302,1,#NUM!
FAM,,04010302,2,#NUM!
FAM,,10010111,1,38.77517691
FAM,,10010111,2,#NUM!
FAM,,,1,#NUM!
FAM,,,2,#NUM!
FAM,,03010309,1,#NUM!
FAM,,03010309,2,36.61556501
FAM,,03010305,1,#NUM!
FAM,,03010305,2,#NUM!
FAM,,03010306,1,#NUM!
FAM,,03010306,2,#NUM!
FAM,,03010302,1,#NUM!
FAM,,03010302,2,#NUM!
FAM,,09030210,1,36.3380896
FAM,,09030210,2,35.72783689
FAM,,,1,#NUM!
FAM,,,2,#NUM!
FAM,,120203C,1,#NUM!
FAM,,120203C,2,#NUM!
FAM,,12020308,1,#NUM!
FAM,,12020308,2,#NUM!
FAM,,"Bd+FV3 10_5,5",1,25.28746885
FAM,,"Bd+FV3 10_2,2",1,34.82929526
FAM,,"Bd+FV3 10_1,1",1,#NUM!
FAM,,NTC,1,#NUM!
FAM,,10010103,1,#NUM!
FAM,,10010103,2,#NUM!
FAM,,,1,#NUM!
FAM,,,2,#NUM!
FAM,,12030306,1,37.16954305
FAM,,12030306,2,39.06753373
FAM,,12030312,1,#NUM!
FAM,,12030312,2,#NUM!
FAM,,"Bd+FV3 10_5,5",2,25.47793579
FAM,,"Bd+FV3 10_2,2",2,35.07649232
FAM,,"Bd+FV3 10_1,1",2,37.42365151
FAM,,NTC,2,#NUM!
HEX,,09020108,1,#NUM!
HEX,,09020108,2,#NUM!
HEX,,03010211,1,#NUM!
HEX,,03010211,2,#NUM!
HEX,,09020307,1,#NUM!
HEX,,09020307,2,#NUM!
HEX,,06010312,1,#NUM!
HEX,,06010312,2,#NUM!
HEX,,06010305,1,#NUM!
HEX,,06010305,2,#NUM!
HEX,,06010307,1,#NUM!
HEX,,06010307,2,#NUM!
HEX,,09020208,1,#NUM!
HEX,,09020208,2,#NUM!
HEX,,09030208,1,#NUM!
HEX,,09030208,2,#NUM!
HEX,,06020301,1,#NUM!
HEX,,06020301,2,#NUM!
HEX,,06020310,1,#NUM!
HEX,,06020310,2,#NUM!
HEX,,06020302,1,#NUM!
HEX,,06020302,2,#NUM!
HEX,,06020304,1,#NUM!
HEX,,06020304,2,#NUM!
HEX,,03010204,1,#NUM!
HEX,,03010204,2,#NUM!
HEX,,10030104,1,#NUM!
HEX,,10030104,2,#NUM!
HEX,,06020308,1,#NUM!
HEX,,06020308,2,#NUM!
HEX,,02010313,1,#NUM!
HEX,,02010313,2,#NUM!
HEX,,02010304,1,#NUM!
HEX,,02010304,2,#NUM!
HEX,,02010301,1,#NUM!
HEX,,02010301,2,#NUM!
HEX,,030102010,1,#NUM!
HEX,,030102010,2,#NUM!
HEX,,11020307,1,#NUM!
HEX,,11020307,2,#NUM!
HEX,,02010310,1,#NUM!
HEX,,02010310,2,#NUM!
HEX,,02010311,1,#NUM!
HEX,,02010311,2,#NUM!
HEX,,02010304,1,#NUM!
HEX,,02010304,2,#NUM!
HEX,,02010308,1,#NUM!
HEX,,02010308,2,#NUM!
HEX,,09020209,1,#NUM!
HEX,,09020209,2,#NUM!
HEX,,06010309,1,#NUM!
HEX,,06010310,2,#NUM!
HEX,,04010305,1,#NUM!
HEX,,04010305,2,#NUM!
HEX,,04010309,1,#NUM!
HEX,,04010309,2,#NUM!
HEX,,04010311,1,#NUM!
HEX,,04010311,2,#NUM!
HEX,,04010302,1,#NUM!
HEX,,04010302,2,#NUM!
HEX,,10010111,1,37.29362297
HEX,,10010111,2,#NUM!
HEX,,,1,#NUM!
HEX,,,2,#NUM!
HEX,,03010309,1,#NUM!
HEX,,03010309,2,#NUM!
HEX,,03010305,1,#NUM!
HEX,,03010305,2,#NUM!
HEX,,03010306,1,#NUM!
HEX,,03010306,2,#NUM!
HEX,,03010302,1,#NUM!
HEX,,03010302,2,#NUM!
HEX,,09030210,1,#NUM!
HEX,,09030210,2,#NUM!
HEX,,,1,#NUM!
HEX,,,2,#NUM!
HEX,,120203C,1,#NUM!
HEX,,120203C,2,#NUM!
HEX,,12020308,1,#NUM!
HEX,,12020308,2,#NUM!
HEX,,"Bd+FV3 10_5,5",1,25.59455141
HEX,,"Bd+FV3 10_2,2",1,34.70998
HEX,,"Bd+FV3 10_1,1",1,37.85167731
HEX,,NTC,1,#NUM!
HEX,,10010103,1,#NUM!
HEX,,10010103,2,38.08420307
HEX,,,1,#NUM!
HEX,,,2,#NUM!
HEX,,12030306,1,#NUM!
HEX,,12030306,2,38.27908807
HEX,,12030312,1,#NUM!
HEX,,12030312,2,#NUM!
HEX,,"Bd+FV3 10_5,5",2,25.62449838
HEX,,"Bd+FV3 10_2,2",2,35.16208514
HEX,,"Bd+FV3 10_1,1",2,37.48168761
HEX,,NTC,2,#NUM!
FAM,,06010311,1,37.71559243
FAM,,06010311,2,40.06831479
FAM,,06010306,1,#NUM!
FAM,,06010306,2,38.10599279
FAM,,06010303,1,#NUM!
FAM,,06010303,2,#NUM!
FAM,,06010304,1,#NUM!
FAM,,06010304,2,#NUM!
FAM,,06010301,1,#NUM!
FAM,,06010301,2,#NUM!
FAM,,06010302,1,39.35753481
FAM,,06010302,2,38.31539166
FAM,,06020312,1,#NUM!
FAM,,06020312,2,#NUM!
FAM,,06020307,1,#NUM!
FAM,,06020307,2,39.58686819
FAM,,06020309,1,#NUM!
FAM,,06020309,2,#NUM!
FAM,,06020306,1,#NUM!
FAM,,06020306,2,40.26639149
FAM,,06020305,1,#NUM!
FAM,,06020305,2,#NUM!
FAM,,060203C,1,#NUM!
FAM,,060203C,2,#NUM!
FAM,,02010307,1,37.40692054
FAM,,02010307,2,37.63846866
FAM,,02010305,1,#NUM!
FAM,,02010305,2,#NUM!
FAM,,02010306,1,#NUM!
FAM,,02010306,2,#NUM!
FAM,,02010309,1,#NUM!
FAM,,02010309,2,#NUM!
FAM,,02010312,1,#NUM!
FAM,,02010312,2,#NUM!
FAM,,02010302,1,#NUM!
FAM,,02010302,2,#NUM!
FAM,,04010307,1,#NUM!
FAM,,04010307,2,#NUM!
FAM,,04010301,1,#NUM!
FAM,,04010301,2,#NUM!
FAM,,04010306,1,#NUM!
FAM,,04010306,2,#NUM!
FAM,,04010312,1,#NUM!
FAM,,04010312,2,#NUM!
FAM,,04010308,1,#NUM!
FAM,,04010308,2,#NUM!
FAM,,040103C,1,#NUM!
FAM,,040103C,2,#NUM!
FAM,,04010303,1,#NUM!
FAM,,04010303,2,#NUM!
FAM,,03010304,1,#NUM!
FAM,,03010304,2,#NUM!
FAM,,03010308,1,#NUM!
FAM,,03010308,2,#NUM!
FAM,,03010310,1,#NUM!
FAM,,03010310,2,#NUM!
FAM,,03010307,1,#NUM!
FAM,,03010307,2,#NUM!
FAM,,03010312,1,#NUM!
FAM,,03010312,2,#NUM!
FAM,,03010303,1,#NUM!
FAM,,03010303,2,39.081716
FAM,,030103C,1,#NUM!
FAM,,030103C,2,#NUM!
FAM,,12020301,1,#NUM!
FAM,,12020301,2,#NUM!
FAM,,12020302,1,#NUM!
FAM,,12020302,2,#NUM!
FAM,,12020309,1,#NUM!
FAM,,12020309,2,#NUM!
FAM,,12020307,1,#NUM!
FAM,,12020307,2,#NUM!
FAM,,12020304,1,#NUM!
FAM,,12020304,2,#NUM!
FAM,,12020306,1,#NUM!
FAM,,12020306,2,#NUM!
FAM,,12030302,1,#NUM!
FAM,,12030302,2,#NUM!
FAM,,12030304,1,#NUM!
FAM,,12030304,2,#NUM!
FAM,,"Bd+FV3 10_5,5",1,25.87416001
FAM,,"Bd+FV3 10_2,2",1,35.55353223
FAM,,"Bd+FV3 10_1,1",1,35.85372296
FAM,,NTC,1,#NUM!
FAM,,12030309,1,39.73576777
FAM,,12030309,2,#NUM!
FAM,,12030303,1,#NUM!
FAM,,12030303,2,#NUM!
FAM,,12030308,1,#NUM!
FAM,,12030308,2,#NUM!
FAM,,12030310,1,#NUM!
FAM,,12030310,2,#NUM!
FAM,,"Bd+FV3 10_5,5",2,26.02641588
FAM,,"Bd+FV3 10_2,2",2,36.00628609
FAM,,"Bd+FV3 10_1,1",2,39.82289724
FAM,,NTC,2,#NUM!
HEX,,06010311,1,#NUM!
HEX,,06010311,2,#NUM!
HEX,,06010306,1,#NUM!
HEX,,06010306,2,#NUM!
HEX,,06010303,1,#NUM!
HEX,,06010303,2,#NUM!
HEX,,06010304,1,37.66367996
HEX,,06010304,2,37.47157522
HEX,,06010301,1,#NUM!
HEX,,06010301,2,#NUM!
HEX,,06010302,1,#NUM!
HEX,,06010302,2,#NUM!
HEX,,06020312,1,#NUM!
HEX,,06020312,2,#NUM!
HEX,,06020307,1,#NUM!
HEX,,06020307,2,#NUM!
HEX,,06020309,1,#NUM!
HEX,,06020309,2,#NUM!
HEX,,06020306,1,37.47354856
HEX,,06020306,2,38.21023313
HEX,,06020305,1,#NUM!
HEX,,06020305,2,#NUM!
HEX,,060203C,1,#NUM!
HEX,,060203C,2,#NUM!
HEX,,02010307,1,#NUM!
HEX,,02010307,2,#NUM!
HEX,,02010305,1,#NUM!
HEX,,02010305,2,#NUM!
HEX,,02010306,1,#NUM!
HEX,,02010306,2,#NUM!
HEX,,02010309,1,#NUM!
HEX,,02010309,2,#NUM!
HEX,,02010312,1,#NUM!
HEX,,02010312,2,#NUM!
HEX,,02010302,1,37.21413698
HEX,,02010302,2,#NUM!
HEX,,04010307,1,#NUM!
HEX,,04010307,2,#NUM!
HEX,,04010301,1,#NUM!
HEX,,04010301,2,#NUM!
HEX,,04010306,1,#NUM!
HEX,,04010306,2,#NUM!
HEX,,04010312,1,#NUM!
HEX,,04010312,2,#NUM!
HEX,,04010308,1,#NUM!
HEX,,04010308,2,#NUM!
HEX,,040103C,1,#NUM!
HEX,,040103C,2,#NUM!
HEX,,04010303,1,#NUM!
HEX,,04010303,2,#NUM!
HEX,,03010304,1,#NUM!
HEX,,03010304,2,#NUM!
HEX,,03010308,1,#NUM!
HEX,,03010308,2,#NUM!
HEX,,03010310,1,#NUM!
HEX,,03010310,2,#NUM!
HEX,,03010307,1,#NUM!
HEX,,03010307,2,#NUM!
HEX,,03010312,1,#NUM!
HEX,,03010312,2,#NUM!
HEX,,03010303,1,#NUM!
HEX,,03010303,2,#NUM!
HEX,,030103C,1,#NUM!
HEX,,030103C,2,#NUM!
HEX,,12020301,1,#NUM!
HEX,,12020301,2,#NUM!
HEX,,12020302,1,#NUM!
HEX,,12020302,2,#NUM!
HEX,,12020309,1,#NUM!
HEX,,12020309,2,#NUM!
HEX,,12020307,1,#NUM!
HEX,,12020307,2,#NUM!
HEX,,12020304,1,#NUM!
HEX,,12020304,2,#NUM!
HEX,,12020306,1,#NUM!
HEX,,12020306,2,#NUM!
HEX,,12030302,1,#NUM!
HEX,,12030302,2,#NUM!
HEX,,12030304,1,#NUM!
HEX,,12030304,2,#NUM!
HEX,,"Bd+FV3 10_5,5",1,25.6038255
HEX,,"Bd+FV3 10_2,2",1,35.22530262
HEX,,"Bd+FV3 10_1,1",1,35.14512167
HEX,,NTC,1,#NUM!
HEX,,12030309,1,#NUM!
HEX,,12030309,2,#NUM!
HEX,,12030303,1,#NUM!
HEX,,12030303,2,#NUM!
HEX,,12030308,1,#NUM!
HEX,,12030308,2,#NUM!
HEX,,12030310,1,#NUM!
HEX,,12030310,2,#NUM!
HEX,,"Bd+FV3 10_5,5",2,25.71688553
HEX,,"Bd+FV3 10_2,2",2,35.60750917
HEX,,"Bd+FV3 10_1,1",2,39.14905715
HEX,,NTC,2,#NUM!
FAM,,12020312,1,#NUM!
FAM,,12020312,2,#NUM!
FAM,,060103C,1,#NUM!
FAM,,060103C,2,#NUM!
FAM,,06010308,1,#NUM!
FAM,,06010308,2,#NUM!
FAM,,07020310,1,#NUM!
FAM,,07020310,2,37.05761618
FAM,,07020302,1,37.22650878
FAM,,07020302,2,#NUM!
FAM,,07020309,1,#NUM!
FAM,,07020309,2,#NUM!
FAM,,12030301,1,#NUM!
FAM,,12030301,2,#NUM!
FAM,,06020303,1,#NUM!
FAM,,06020303,2,#NUM!
FAM,,06020311,1,#NUM!
FAM,,06020311,2,#NUM!
FAM,,12010305,1,#NUM!
FAM,,12010305,2,#NUM!
FAM,,07020308,1,#NUM!
FAM,,07020308,2,#NUM!
FAM,,07020304,1,#NUM!
FAM,,07020304,2,#NUM!
FAM,,12020310,1,#NUM!
FAM,,12020310,2,#NUM!
FAM,,020103C,1,#NUM!
FAM,,020103C,2,#NUM!
FAM,,02010303,1,#NUM!
FAM,,02010303,2,#NUM!
FAM,,070103C,1,#NUM!
FAM,,070103C,2,#NUM!
FAM,,07010310,1,#NUM!
FAM,,07010310,2,#NUM!
FAM,,07010302,1,#NUM!
FAM,,07010302,2,#NUM!
FAM,,120303C,1,38.26566181
FAM,,120303C,2,#NUM!
FAM,,04010310,1,#NUM!
FAM,,04010310,2,#NUM!
FAM,,04010304,1,#NUM!
FAM,,04010304,2,#NUM!
FAM,,01010307,1,#NUM!
FAM,,01010307,2,#NUM!
FAM,,01010302,1,#NUM!
FAM,,01010302,2,#NUM!
FAM,,01010306,1,#NUM!
FAM,,01010306,2,#NUM!
FAM,,12030313,1,#NUM!
FAM,,12030313,2,#NUM!
FAM,,03010301,1,#NUM!
FAM,,03010301,2,#NUM!
FAM,,03010311,1,#NUM!
FAM,,03010311,2,#NUM!
