Well,Fluor,Target,Sample,Rep,Cq
B11,FAM,,'08-44,1,45
B12,FAM,,'08-44,2,45
C01,FAM,,'07-42,1,45
C02,FAM,,'07-42,2,45
C03,FAM,,'08-13,1,45
C04,FAM,,'08-13,2,45
C05,FAM,,'08-21,1,45
C06,FAM,,'08-21,2,45
C07,FAM,,'08-29,1,45
C08,FAM,,'08-29,2,45
C09,FAM,,'08-37,1,45
C10,FAM,,'08-37,2,45
C11,FAM,,'08-45,1,45
C12,FAM,,'08-45,2,45
D01,FAM,,'07-43,1,38.81082191
D02,FAM,,'07-43,2,37.71292889
D03,FAM,,'08-14,1,45
D04,FAM,,'08-14,2,45
D05,FAM,,'08-22,1,45
D06,FAM,,'08-22,2,45
D07,FAM,,'08-30,1,45
D08,FAM,,'08-30,2,45
D09,FAM,,'08-38,1,45
D10,FAM,,'08-38,2,45
D11,FAM,,'08-46,1,45
D12,FAM,,'08-46,2,45
E01,FAM,,'08-01,1,45
E02,FAM,,'08-01,2,45
E03,FAM,,'08-15,1,45
E04,FAM,,'08-15,2,45
E05,FAM,,'08-23,1,45
E06,FAM,,'08-23,2,45
E07,FAM,,'08-31,1,45
E08,FAM,,'08-31,2,45
E09,FAM,,'08-39,1,45
E10,FAM,,'08-39,2,45
E11,FAM,,'08-47,1,45
E12,FAM,,'08-47,2,45
F01,FAM,,'08-02,1,45
F02,FAM,,'08-02,2,45
F03,FAM,,'08-16,1,38.80075867
F04,FAM,,'08-16,2,37.90289574
F05,FAM,,'08-24,1,45
F06,FAM,,'08-24,2,45
F07,FAM,,'08-32,1,45
F08,FAM,,'08-32,2,45
F09,FAM,,'08-40,1,37.10950433
F10,FAM,,'08-40,2,36.57741245
F11,FAM,,'08-48,1,45
F12,FAM,,'08-48,2,45
G01,FAM,,'08-09,1,45
G02,FAM,,'08-09,2,45
G03,FAM,,'08-17,1,45
G04,FAM,,'08-17,2,45
G05,FAM,,'08-25,1,40.5096576
G06,FAM,,'08-25,2,39.95410036
G07,FAM,,'08-33,1,45
G08,FAM,,'08-33,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,25.15273061
G10,FAM,,"Bd+FV3 10_2,2",1,35.54987095
G11,FAM,,"Bd+FV3 10_1,1",1,37.51365762
G12,FAM,,NTC,1,45
H01,FAM,,'08-10,1,45
H02,FAM,,'08-10,2,45
H03,FAM,,'08-18,1,45
H04,FAM,,'08-18,2,38.40805239
H05,FAM,,'08-26,1,45
H06,FAM,,'08-26,2,45
H07,FAM,,'08-34,1,45
H08,FAM,,'08-34,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,25.21998343
H10,FAM,,"Bd+FV3 10_2,2",2,35.77768113
H11,FAM,,"Bd+FV3 10_1,1",2,36.61592974
H12,FAM,,NTC,2,45
A01,HEX,,'07-34,1,45
A02,HEX,,'07-34,2,45
A03,HEX,,'08-11,1,45
A04,HEX,,'08-11,2,45
A05,HEX,,'08-19,1,45
A06,HEX,,'08-19,2,45
A07,HEX,,'08-27,1,45
A08,HEX,,'08-27,2,45
A09,HEX,,'08-35,1,45
A10,HEX,,'08-35,2,45
A11,HEX,,'08-43,1,45
A12,HEX,,'08-43,2,45
B01,HEX,,'07-35,1,45
B02,HEX,,'07-35,2,45
B03,HEX,,'08-12,1,45
B04,HEX,,'08-12,2,45
B05,HEX,,'08-20,1,45
B06,HEX,,'08-20,2,45
B07,HEX,,'08-28,1,45
B08,HEX,,'08-28,2,45
B09,HEX,,'08-36,1,45
B10,HEX,,'08-36,2,45
B11,HEX,,'08-44,1,45
B12,HEX,,'08-44,2,45
C01,HEX,,'07-42,1,45
C02,HEX,,'07-42,2,45
C03,HEX,,'08-13,1,45
C04,HEX,,'08-13,2,45
C05,HEX,,'08-21,1,45
C06,HEX,,'08-21,2,45
C07,HEX,,'08-29,1,45
C08,HEX,,'08-29,2,45
C09,HEX,,'08-37,1,45
C10,HEX,,'08-37,2,45
C11,HEX,,'08-45,1,45
C12,HEX,,'08-45,2,45
D01,HEX,,'07-43,1,45
D02,HEX,,'07-43,2,45
D03,HEX,,'08-14,1,45
D04,HEX,,'08-14,2,45
D05,HEX,,'08-22,1,45
D06,HEX,,'08-22,2,45
D07,HEX,,'08-30,1,45
D08,HEX,,'08-30,2,45
D09,HEX,,'08-38,1,45
D10,HEX,,'08-38,2,45
D11,HEX,,'08-46,1,45
D12,HEX,,'08-46,2,45
E01,HEX,,'08-01,1,36.20618358
E02,HEX,,'08-01,2,35.33108772
E03,HEX,,'08-15,1,45
E04,HEX,,'08-15,2,45
E05,HEX,,'08-23,1,45
E06,HEX,,'08-23,2,45
E07,HEX,,'08-31,1,45
E08,HEX,,'08-31,2,45
E09,HEX,,'08-39,1,45
E10,HEX,,'08-39,2,45
E11,HEX,,'08-47,1,45
E12,HEX,,'08-47,2,45
F01,HEX,,'08-02,1,45
F02,HEX,,'08-02,2,38.04091815
F03,HEX,,'08-16,1,45
F04,HEX,,'08-16,2,45
F05,HEX,,'08-24,1,45
F06,HEX,,'08-24,2,45
F07,HEX,,'08-32,1,45
F08,HEX,,'08-32,2,45
F09,HEX,,'08-40,1,45
F10,HEX,,'08-40,2,45
F11,HEX,,'08-48,1,45
F12,HEX,,'08-48,2,45
G01,HEX,,'08-09,1,45
G02,HEX,,'08-09,2,45
G03,HEX,,'08-17,1,45
G04,HEX,,'08-17,2,45
G05,HEX,,'08-25,1,45
G06,HEX,,'08-25,2,45
G07,HEX,,'08-33,1,45
G08,HEX,,'08-33,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,24.93649669
G10,HEX,,"Bd+FV3 10_2,2",1,34.84519118
G11,HEX,,"Bd+FV3 10_1,1",1,36.22741212
G12,HEX,,NTC,1,45
H01,HEX,,'08-10,1,45
H02,HEX,,'08-10,2,45
H03,HEX,,'08-18,1,45
H04,HEX,,'08-18,2,45
H05,HEX,,'08-26,1,45
H06,HEX,,'08-26,2,45
H07,HEX,,'08-34,1,45
H08,HEX,,'08-34,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,24.80745431
H10,HEX,,"Bd+FV3 10_2,2",2,35.02510713
H11,HEX,,"Bd+FV3 10_1,1",2,36.11232162
H12,HEX,,NTC,2,45
A01,FAM,,'08-51,1,45
A02,FAM,,'08-51,2,45
A03,FAM,,'08-59,1,45
A04,FAM,,'08-59,2,45
A05,FAM,,'08-67,1,45
A06,FAM,,'08-67,2,45
A07,FAM,,'08-75,1,45
A08,FAM,,'08-75,2,45
A09,FAM,,'09-02,1,45
A10,FAM,,'09-02,2,45
A11,FAM,,'09-10,1,45
A12,FAM,,'09-10,2,45
B01,FAM,,'08-52,1,45
B02,FAM,,'08-52,2,45
B03,FAM,,'08-60,1,45
B04,FAM,,'08-60,2,45
B05,FAM,,'08-68,1,45
B06,FAM,,'08-68,2,45
B07,FAM,,'08-76,1,45
B08,FAM,,'08-76,2,45
B09,FAM,,'09-03,1,45
B10,FAM,,'09-03,2,45
B11,FAM,,'09-11,1,36.63120295
B12,FAM,,'09-11,2,37.5528541
C01,FAM,,'08-53,1,45
C02,FAM,,'08-53,2,45
C03,FAM,,'08-61,1,45
C04,FAM,,'08-61,2,45
C05,FAM,,'08-69,1,45
C06,FAM,,'08-69,2,45
C07,FAM,,'08-77,1,45
C08,FAM,,'08-77,2,45
C09,FAM,,'09-04,1,45
C10,FAM,,'09-04,2,45
C11,FAM,,'09-12,1,36.71371948
C12,FAM,,'09-12,2,39.59282627
D01,FAM,,'08-54,1,45
D02,FAM,,'08-54,2,45
D03,FAM,,'08-62,1,45
D04,FAM,,'08-62,2,45
D05,FAM,,'08-70,1,45
D06,FAM,,'08-70,2,45
D07,FAM,,'08-78,1,38.51710151
D08,FAM,,'08-78,2,39.07278616
D09,FAM,,'09-05,1,45
D10,FAM,,'09-05,2,45
D11,FAM,,'09-13,1,31.00740873
D12,FAM,,'09-13,2,31.09179591
E01,FAM,,'08-55,1,45
E02,FAM,,'08-55,2,45
E03,FAM,,'08-63,1,45
E04,FAM,,'08-63,2,45
E05,FAM,,'08-71,1,45
E06,FAM,,'08-71,2,45
E07,FAM,,'08-79,1,45
E08,FAM,,'08-79,2,45
E09,FAM,,'09-06,1,45
E10,FAM,,'09-06,2,45
E11,FAM,,'09-14,1,45
E12,FAM,,'09-14,2,45
F01,FAM,,'08-56,1,45
F02,FAM,,'08-56,2,42.75337305
F03,FAM,,'08-64,1,45
F04,FAM,,'08-64,2,45
F05,FAM,,'08-72,1,45
F06,FAM,,'08-72,2,45
F07,FAM,,'08-80,1,45
F08,FAM,,'08-80,2,45
F09,FAM,,'09-07,1,45
F10,FAM,,'09-07,2,45
F11,FAM,,'09-15,1,40.45350734
F12,FAM,,'09-15,2,41.43971596
G01,FAM,,'08-57,1,45
G02,FAM,,'08-57,2,45
G03,FAM,,'08-65,1,45
G04,FAM,,'08-65,2,45
G05,FAM,,'08-73,1,45
G06,FAM,,'08-73,2,45
G07,FAM,,'08-81,1,45
G08,FAM,,'08-81,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,24.71753525
G10,FAM,,"Bd+FV3 10_2,2",1,34.59815336
G11,FAM,,"Bd+FV3 10_1,1",1,45
G12,FAM,,NTC,1,45
H01,FAM,,'08-58,1,45
H02,FAM,,'08-58,2,45
H03,FAM,,'08-66,1,45
H04,FAM,,'08-66,2,45
H05,FAM,,'08-74,1,45
H06,FAM,,'08-74,2,45
H07,FAM,,'09-01,1,45
H08,FAM,,'09-01,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,24.67335248
H10,FAM,,"Bd+FV3 10_2,2",2,35.00547191
H11,FAM,,"Bd+FV3 10_1,1",2,34.60005505
H12,FAM,,NTC,2,45
A01,HEX,,'08-51,1,45
A02,HEX,,'08-51,2,45
A03,HEX,,'08-59,1,45
A04,HEX,,'08-59,2,45
A05,HEX,,'08-67,1,45
A06,HEX,,'08-67,2,45
A07,HEX,,'08-75,1,45
A08,HEX,,'08-75,2,45
A09,HEX,,'09-02,1,45
A10,HEX,,'09-02,2,45
A11,HEX,,'09-10,1,41.05588236
A12,HEX,,'09-10,2,45
B01,HEX,,'08-52,1,45
B02,HEX,,'08-52,2,45
B03,HEX,,'08-60,1,45
B04,HEX,,'08-60,2,45
B05,HEX,,'08-68,1,45
B06,HEX,,'08-68,2,45
B07,HEX,,'08-76,1,45
B08,HEX,,'08-76,2,45
B09,HEX,,'09-03,1,45
B10,HEX,,'09-03,2,45
B11,HEX,,'09-11,1,45
B12,HEX,,'09-11,2,43.46478009
C01,HEX,,'08-53,1,45
C02,HEX,,'08-53,2,45
C03,HEX,,'08-61,1,45
C04,HEX,,'08-61,2,45
C05,HEX,,'08-69,1,45
C06,HEX,,'08-69,2,45
C07,HEX,,'08-77,1,45
C08,HEX,,'08-77,2,45
C09,HEX,,'09-04,1,45
C10,HEX,,'09-04,2,45
C11,HEX,,'09-12,1,45
C12,HEX,,'09-12,2,45
D01,HEX,,'08-54,1,45
D02,HEX,,'08-54,2,45
D03,HEX,,'08-62,1,45
D04,HEX,,'08-62,2,45
D05,HEX,,'08-70,1,45
D06,HEX,,'08-70,2,45
D07,HEX,,'08-78,1,45
D08,HEX,,'08-78,2,45
D09,HEX,,'09-05,1,45
D10,HEX,,'09-05,2,45
D11,HEX,,'09-13,1,45
D12,HEX,,'09-13,2,45
E01,HEX,,'08-55,1,45
E02,HEX,,'08-55,2,45
E03,HEX,,'08-63,1,45
E04,HEX,,'08-63,2,45
E05,HEX,,'08-71,1,45
E06,HEX,,'08-71,2,45
E07,HEX,,'08-79,1,45
E08,HEX,,'08-79,2,45
E09,HEX,,'09-06,1,45
E10,HEX,,'09-06,2,45
E11,HEX,,'09-14,1,45
E12,HEX,,'09-14,2,45
F01,HEX,,'08-56,1,45
F02,HEX,,'08-56,2,45
F03,HEX,,'08-64,1,45
F04,HEX,,'08-64,2,45
F05,HEX,,'08-72,1,45
F06,HEX,,'08-72,2,45
F07,HEX,,'08-80,1,45
F08,HEX,,'08-80,2,45
F09,HEX,,'09-07,1,45
F10,HEX,,'09-07,2,45
F11,HEX,,'09-15,1,45
F12,HEX,,'09-15,2,45
G01,HEX,,'08-57,1,45
G02,HEX,,'08-57,2,45
G03,HEX,,'08-65,1,45
G04,HEX,,'08-65,2,45
G05,HEX,,'08-73,1,45
G06,HEX,,'08-73,2,45
G07,HEX,,'08-81,1,45
G08,HEX,,'08-81,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,26.30921055
G10,HEX,,"Bd+FV3 10_2,2",1,35.78217533
G11,HEX,,"Bd+FV3 10_1,1",1,45
G12,HEX,,NTC,1,45
H01,HEX,,'08-58,1,45
H02,HEX,,'08-58,2,45
H03,HEX,,'08-66,1,45
H04,HEX,,'08-66,2,45
H05,HEX,,'08-74,1,45
H06,HEX,,'08-74,2,45
H07,HEX,,'09-01,1,45
H08,HEX,,'09-01,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,26.25918466
H10,HEX,,"Bd+FV3 10_2,2",2,36.53426736
H11,HEX,,"Bd+FV3 10_1,1",2,35.92760649
H12,HEX,,NTC,2,45
A01,FAM,,'09-59,1,45
A02,FAM,,'09-59,2,41.00248628
A03,FAM,,'09-67,1,45
A04,FAM,,'09-67,2,45
A05,FAM,,'09-75,1,45
A06,FAM,,'09-75,2,45
A07,FAM,,'10-02,1,45
A08,FAM,,'10-02,2,45
A09,FAM,,'10-10,1,41.88209064
A10,FAM,,'10-10,2,41.2914361
A11,FAM,,'10-18,1,31.71517442
A12,FAM,,'10-18,2,31.11768911
B01,FAM,,'09-60,1,45
B02,FAM,,'09-60,2,45
B03,FAM,,'09-68,1,45
B04,FAM,,'09-68,2,45
B05,FAM,,'09-76,1,45
B06,FAM,,'09-76,2,45
B07,FAM,,'10-03,1,45
B08,FAM,,'10-03,2,45
B09,FAM,,'10-11,1,45
B10,FAM,,'10-11,2,45
B11,FAM,,'10-19,1,45
B12,FAM,,'10-19,2,45
C01,FAM,,'09-61,1,45
C02,FAM,,'09-61,2,45
C03,FAM,,'09-69,1,45
C04,FAM,,'09-69,2,45
C05,FAM,,'09-77,1,45
C06,FAM,,'09-77,2,45
C07,FAM,,'10-04,1,45
C08,FAM,,'10-04,2,38.38802046
C09,FAM,,'10-12,1,45
C10,FAM,,'10-12,2,45
C11,FAM,,'10-20,1,45
C12,FAM,,'10-20,2,45
D01,FAM,,'09-62,1,44.59174977
D02,FAM,,'09-62,2,45
D03,FAM,,'09-70,1,45
D04,FAM,,'09-70,2,38.48059674
D05,FAM,,'09-78,1,45
D06,FAM,,'09-78,2,45
D07,FAM,,'10-05,1,45
D08,FAM,,'10-05,2,45
D09,FAM,,'10-13,1,38.96601575
D10,FAM,,'10-13,2,38.91073422
D11,FAM,,'10-21,1,29.08193482
D12,FAM,,'10-21,2,29.04980896
E01,FAM,,'09-63,1,35.59355451
E02,FAM,,'09-63,2,35.09562309
E03,FAM,,'09-71,1,45
E04,FAM,,'09-71,2,45
E05,FAM,,'09-79,1,45
E06,FAM,,'09-79,2,45
E07,FAM,,'10-06,1,45
E08,FAM,,'10-06,2,45
E09,FAM,,'10-14,1,45
E10,FAM,,'10-14,2,45
E11,FAM,,'10-22,1,45
E12,FAM,,'10-22,2,45
F01,FAM,,'09-64,1,45
F02,FAM,,'09-64,2,45
F03,FAM,,'09-72,1,45
F04,FAM,,'09-72,2,45
F05,FAM,,'09-80,1,45
F06,FAM,,'09-80,2,45
F07,FAM,,'10-07,1,45
F08,FAM,,'10-07,2,45
F09,FAM,,'10-15,1,45
F10,FAM,,'10-15,2,45
F11,FAM,,'10-23,1,45
F12,FAM,,'10-23,2,45
G01,FAM,,'09-65,1,45
G02,FAM,,'09-65,2,45
G03,FAM,,'09-73,1,45
G04,FAM,,'09-73,2,45
G05,FAM,,'09-81,1,45
G06,FAM,,'09-81,2,45
G07,FAM,,'10-08,1,45
G08,FAM,,'10-08,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,24.78009703
G10,FAM,,"Bd+FV3 10_2,2",1,34.4610845
G11,FAM,,"Bd+FV3 10_1,1",1,34.59788317
G12,FAM,,NTC,1,45
H01,FAM,,'09-66,1,45
H02,FAM,,'09-66,2,45
H03,FAM,,'09-74,1,45
H04,FAM,,'09-74,2,45
H05,FAM,,'10-01,1,45
H06,FAM,,'10-01,2,45
H07,FAM,,'10-09,1,45
H08,FAM,,'10-09,2,32.00640992
H09,FAM,,"Bd+FV3 10_5,5",2,24.84796549
H10,FAM,,"Bd+FV3 10_2,2",2,35.56601063
H11,FAM,,"Bd+FV3 10_1,1",2,36.5911497
H12,FAM,,NTC,2,45
A01,HEX,,'09-59,1,36.46985726
A02,HEX,,'09-59,2,35.8289083
A03,HEX,,'09-67,1,45
A04,HEX,,'09-67,2,45
A05,HEX,,'09-75,1,45
A06,HEX,,'09-75,2,45
A07,HEX,,'10-02,1,45
A08,HEX,,'10-02,2,45
A09,HEX,,'10-10,1,45
A10,HEX,,'10-10,2,45
A11,HEX,,'10-18,1,30.4836
A12,HEX,,'10-18,2,29.76225061
B01,HEX,,'09-60,1,24.37581922
B02,HEX,,'09-60,2,24.25414048
B03,HEX,,'09-68,1,45
B04,HEX,,'09-68,2,45
B05,HEX,,'09-76,1,36.17087174
B06,HEX,,'09-76,2,35.69567656
B07,HEX,,'10-03,1,45
B08,HEX,,'10-03,2,45
B09,HEX,,'10-11,1,45
B10,HEX,,'10-11,2,45
B11,HEX,,'10-19,1,45
B12,HEX,,'10-19,2,37.33885001
C01,HEX,,'09-61,1,41.95594011
C02,HEX,,'09-61,2,38.04703137
C03,HEX,,'09-69,1,45
C04,HEX,,'09-69,2,45
C05,HEX,,'09-77,1,45
C06,HEX,,'09-77,2,45
C07,HEX,,'10-04,1,45
C08,HEX,,'10-04,2,45
C09,HEX,,'10-12,1,45
C10,HEX,,'10-12,2,45
C11,HEX,,'10-20,1,43.07924819
C12,HEX,,'10-20,2,45
D01,HEX,,'09-62,1,42.63477326
D02,HEX,,'09-62,2,45
D03,HEX,,'09-70,1,45
D04,HEX,,'09-70,2,45
D05,HEX,,'09-78,1,45
D06,HEX,,'09-78,2,45
D07,HEX,,'10-05,1,45
D08,HEX,,'10-05,2,45
D09,HEX,,'10-13,1,39.04437219
D10,HEX,,'10-13,2,45
D11,HEX,,'10-21,1,41.36807089
D12,HEX,,'10-21,2,45
E01,HEX,,'09-63,1,45
E02,HEX,,'09-63,2,45
E03,HEX,,'09-71,1,30.36636386
E04,HEX,,'09-71,2,30.28800722
E05,HEX,,'09-79,1,45
E06,HEX,,'09-79,2,45
E07,HEX,,'10-06,1,45
E08,HEX,,'10-06,2,45
E09,HEX,,'10-14,1,45
E10,HEX,,'10-14,2,37.86096426
E11,HEX,,'10-22,1,45
E12,HEX,,'10-22,2,45
F01,HEX,,'09-64,1,45
F02,HEX,,'09-64,2,45
F03,HEX,,'09-72,1,38.4400904
F04,HEX,,'09-72,2,45
F05,HEX,,'09-80,1,45
F06,HEX,,'09-80,2,45
F07,HEX,,'10-07,1,45
F08,HEX,,'10-07,2,45
F09,HEX,,'10-15,1,45
F10,HEX,,'10-15,2,45
F11,HEX,,'10-23,1,45
F12,HEX,,'10-23,2,45
G01,HEX,,'09-65,1,45
G02,HEX,,'09-65,2,45
G03,HEX,,'09-73,1,32.30193769
G04,HEX,,'09-73,2,31.34553384
G05,HEX,,'09-81,1,45
G06,HEX,,'09-81,2,45
G07,HEX,,'10-08,1,45
G08,HEX,,'10-08,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,25.32393543
G10,HEX,,"Bd+FV3 10_2,2",1,35.14522374
G11,HEX,,"Bd+FV3 10_1,1",1,34.59383014
G12,HEX,,NTC,1,45
H01,HEX,,'09-66,1,37.71457983
H02,HEX,,'09-66,2,45
H03,HEX,,'09-74,1,45
H04,HEX,,'09-74,2,45
H05,HEX,,'10-01,1,45
H06,HEX,,'10-01,2,45
H07,HEX,,'10-09,1,45
H08,HEX,,'10-09,2,39.36422037
H09,HEX,,"Bd+FV3 10_5,5",2,25.2372496
H10,HEX,,"Bd+FV3 10_2,2",2,35.91851677
H11,HEX,,"Bd+FV3 10_1,1",2,36.33893876
H12,HEX,,NTC,2,45
A01,FAM,,'10-26,1,45
A02,FAM,,'10-26,2,45
A03,FAM,,'10-34,1,45
A04,FAM,,'10-34,2,45
A05,FAM,,'10-42,1,45
A06,FAM,,'10-42,2,45
A07,FAM,,'10-50,1,45
A08,FAM,,'10-50,2,45
A09,FAM,,'10-58,1,45
A10,FAM,,'10-58,2,45
A11,FAM,,'10-64,1,45
A12,FAM,,'10-64,2,45
B01,FAM,,'10-27,1,45
B02,FAM,,'10-27,2,45
B03,FAM,,'10-35,1,45
B04,FAM,,'10-35,2,45
B05,FAM,,'10-43,1,45
B06,FAM,,'10-43,2,45
B07,FAM,,'10-51,1,45
B08,FAM,,'10-51,2,45
B09,FAM,,'10-59,1,37.37309227
B10,FAM,,'10-59,2,35.59438445
B11,FAM,,'10-65,1,45
B12,FAM,,'10-65,2,45
C01,FAM,,'10-28,1,45
C02,FAM,,'10-28,2,45
C03,FAM,,'10-36,1,45
C04,FAM,,'10-36,2,45
C05,FAM,,'10-44,1,34.93336478
C06,FAM,,'10-44,2,36.46848955
C07,FAM,,'10-52,1,45
C08,FAM,,'10-52,2,45
C09,FAM,,'10-60,1,39.00200797
C10,FAM,,'10-60,2,45
C11,FAM,,'10-66,1,45
C12,FAM,,'10-66,2,45
D01,FAM,,'10-29,1,29.15190972
D02,FAM,,'10-29,2,29.25762278
D03,FAM,,'10-37,1,37.22967908
D04,FAM,,'10-37,2,36.16701191
D05,FAM,,'10-45,1,45
D06,FAM,,'10-45,2,45
D07,FAM,,'10-53,1,37.56327292
D08,FAM,,'10-53,2,45
D09,FAM,,'10-61,1,45
D10,FAM,,'10-61,2,45
D11,FAM,,'10-67,1,45
D12,FAM,,'10-67,2,45
E01,FAM,,'10-30,1,35.59264528
E02,FAM,,'10-30,2,35.94265111
E03,FAM,,'10-38,1,33.44223935
E04,FAM,,'10-38,2,33.34524623
E05,FAM,,'10-46,1,45
E06,FAM,,'10-46,2,45
E07,FAM,,'10-54,1,45
E08,FAM,,'10-54,2,45
E09,FAM,,'10-62,1,45
E10,FAM,,'10-62,2,45
E11,FAM,,'10-68,1,45
E12,FAM,,'10-68,2,45
F01,FAM,,'10-31,1,45
F02,FAM,,'10-31,2,45
F03,FAM,,'10-39,1,45
F04,FAM,,'10-39,2,45
F05,FAM,,'10-47,1,45
F06,FAM,,'10-47,2,45
F07,FAM,,'10-55,1,45
F08,FAM,,'10-55,2,45
F09,FAM,,'10-63,1,45
F10,FAM,,'10-63,2,45
F11,FAM,,'09-49,1,45
F12,FAM,,'09-49,2,45
G01,FAM,,'10-32,1,45
G02,FAM,,'10-32,2,45
G03,FAM,,'10-40,1,45
G04,FAM,,'10-40,2,45
G05,FAM,,'10-48,1,45
G06,FAM,,'10-48,2,45
G07,FAM,,'10-56,1,45
G08,FAM,,'10-56,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,24.43275912
G10,FAM,,"Bd+FV3 10_2,2",1,34.91997571
G11,FAM,,"Bd+FV3 10_1,1",1,35.67250446
G12,FAM,,NTC,1,45
H01,FAM,,'10-33,1,45
H02,FAM,,'10-33,2,45
H03,FAM,,'10-41,1,45
H04,FAM,,'10-41,2,37.61521979
H05,FAM,,'10-49,1,45
H06,FAM,,'10-49,2,45
H07,FAM,,'10-57,1,45
H08,FAM,,'10-57,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,24.35507801
H10,FAM,,"Bd+FV3 10_2,2",2,34.13927315
H11,FAM,,"Bd+FV3 10_1,1",2,34.49605243
H12,FAM,,NTC,2,13.10492764
A01,HEX,,'10-26,1,45
A02,HEX,,'10-26,2,45
A03,HEX,,'10-34,1,45
A04,HEX,,'10-34,2,45
A05,HEX,,'10-42,1,45
A06,HEX,,'10-42,2,45
A07,HEX,,'10-50,1,45
A08,HEX,,'10-50,2,45
A09,HEX,,'10-58,1,45
A10,HEX,,'10-58,2,45
A11,HEX,,'10-64,1,45
A12,HEX,,'10-64,2,45
B01,HEX,,'10-27,1,45
B02,HEX,,'10-27,2,45
B03,HEX,,'10-35,1,45
B04,HEX,,'10-35,2,45
B05,HEX,,'10-43,1,45
B06,HEX,,'10-43,2,45
B07,HEX,,'10-51,1,45
B08,HEX,,'10-51,2,45
B09,HEX,,'10-59,1,45
B10,HEX,,'10-59,2,45
B11,HEX,,'10-65,1,45
B12,HEX,,'10-65,2,45
C01,HEX,,'10-28,1,45
C02,HEX,,'10-28,2,45
C03,HEX,,'10-36,1,45
C04,HEX,,'10-36,2,45
C05,HEX,,'10-44,1,45
C06,HEX,,'10-44,2,45
C07,HEX,,'10-52,1,45
C08,HEX,,'10-52,2,45
C09,HEX,,'10-60,1,45
C10,HEX,,'10-60,2,45
C11,HEX,,'10-66,1,45
C12,HEX,,'10-66,2,45
D01,HEX,,'10-29,1,45
D02,HEX,,'10-29,2,45
D03,HEX,,'10-37,1,45
D04,HEX,,'10-37,2,45
D05,HEX,,'10-45,1,45
D06,HEX,,'10-45,2,45
D07,HEX,,'10-53,1,45
D08,HEX,,'10-53,2,45
D09,HEX,,'10-61,1,45
D10,HEX,,'10-61,2,45
D11,HEX,,'10-67,1,45
D12,HEX,,'10-67,2,45
E01,HEX,,'10-30,1,45
E02,HEX,,'10-30,2,45
E03,HEX,,'10-38,1,45
E04,HEX,,'10-38,2,45
E05,HEX,,'10-46,1,45
E06,HEX,,'10-46,2,45
E07,HEX,,'10-54,1,45
E08,HEX,,'10-54,2,45
E09,HEX,,'10-62,1,45
E10,HEX,,'10-62,2,45
E11,HEX,,'10-68,1,45
E12,HEX,,'10-68,2,45
F01,HEX,,'10-31,1,45
F02,HEX,,'10-31,2,45
F03,HEX,,'10-39,1,45
F04,HEX,,'10-39,2,45
F05,HEX,,'10-47,1,45
F06,HEX,,'10-47,2,45
F07,HEX,,'10-55,1,45
F08,HEX,,'10-55,2,45
F09,HEX,,'10-63,1,45
F10,HEX,,'10-63,2,45
F11,HEX,,'09-49,1,45
F12,HEX,,'09-49,2,45
G01,HEX,,'10-32,1,45
G02,HEX,,'10-32,2,45
G03,HEX,,'10-40,1,45
G04,HEX,,'10-40,2,45
G05,HEX,,'10-48,1,45
G06,HEX,,'10-48,2,45
G07,HEX,,'10-56,1,45
G08,HEX,,'10-56,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,24.51771021
G10,HEX,,"Bd+FV3 10_2,2",1,33.97559827
G11,HEX,,"Bd+FV3 10_1,1",1,35.24580979
G12,HEX,,NTC,1,38.13884529
H01,HEX,,'10-33,1,45
H02,HEX,,'10-33,2,45
H03,HEX,,'10-41,1,45
H04,HEX,,'10-41,2,45
H05,HEX,,'10-49,1,45
H06,HEX,,'10-49,2,45
H07,HEX,,'10-57,1,45
H08,HEX,,'10-57,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,24.25851618
H10,HEX,,"Bd+FV3 10_2,2",2,33.70373204
H11,HEX,,"Bd+FV3 10_1,1",2,32.65929595
H12,HEX,,NTC,2,45
A01,HEX,,'10-17,1,45
A02,HEX,,'10-17,2,45
A01,FAM,,'10-17,1,45
A02,FAM,,'10-17,2,45
B01,FAM,,'10-24,1,45
B02,FAM,,'10-24,2,45
B01,HEX,,'10-24,1,45
B02,HEX,,'10-24,2,45
C01,FAM,,'10-25,1,45
C02,FAM,,'10-25,2,45
C01,HEX,,'10-25,1,45
C02,HEX,,'10-25,2,45
A01,FAM,,'09-50,1,NaN
A02,FAM,,'09-50,2,NaN
A01,HEX,,'09-50,1,NaN
A02,HEX,,'09-50,2,NaN
B01,FAM,,'09-57,1,NaN
B02,FAM,,'09-57,2,NaN
