Plot Title: St. Mikes-2,,,,,,,,
#,"Date Time, GMT-04:00","Temp, °F (LGR S/N: 21422117, SEN S/N: 21422117)","Intensity, lum/ft² (LGR S/N: 21422117, SEN S/N: 21422117)",Coupler Attached (LGR S/N: 21422117),Coupler Detached (LGR S/N: 21422117),Host Connected (LGR S/N: 21422117),Stopped (LGR S/N: 21422117),End Of File (LGR S/N: 21422117)
1,5/29/2024 12:00,58.131,0,,,,,
2,5/29/2024 12:15,58.131,0,,,,,
3,5/29/2024 12:30,58.131,0,,,,,
4,5/29/2024 12:45,58.131,0,,,,,
5,5/29/2024 13:00,58.131,0,,,,,
6,5/29/2024 13:15,58.131,0,,,,,
7,5/29/2024 13:30,58.131,0,,,,,
8,5/29/2024 13:45,58.131,0,,,,,
9,5/29/2024 14:00,58.131,0,,,,,
10,5/29/2024 14:15,58.131,0,,,,,
11,5/29/2024 14:30,58.131,0,,,,,
12,5/29/2024 14:45,58.131,0,,,,,
13,5/29/2024 15:00,58.303,0,,,,,
14,5/29/2024 15:15,58.303,0,,,,,
15,5/29/2024 15:30,58.303,0,,,,,
16,5/29/2024 15:45,58.303,0,,,,,
17,5/29/2024 16:00,58.476,0,,,,,
18,5/29/2024 16:15,58.476,0,,,,,
19,5/29/2024 16:30,58.647,0,,,,,
20,5/29/2024 16:45,58.647,0,,,,,
21,5/29/2024 17:00,58.647,0,,,,,
22,5/29/2024 17:15,58.82,0,,,,,
23,5/29/2024 17:30,58.82,0,,,,,
24,5/29/2024 17:45,58.993,0,,,,,
25,5/29/2024 18:00,58.993,0,,,,,
26,5/29/2024 18:15,58.993,0,,,,,
27,5/29/2024 18:30,59.164,0,,,,,
28,5/29/2024 18:45,59.164,0,,,,,
29,5/29/2024 19:00,59.164,0,,,,,
30,5/29/2024 19:15,59.164,0,,,,,
31,5/29/2024 19:30,59.164,0,,,,,
32,5/29/2024 19:45,59.337,0,,,,,
33,5/29/2024 20:00,59.164,0,,,,,
34,5/29/2024 20:15,59.337,0,,,,,
35,5/29/2024 20:30,59.337,0,,,,,
36,5/29/2024 20:45,59.164,0,,,,,
37,5/29/2024 21:00,59.164,0,,,,,
38,5/29/2024 21:15,59.164,0,,,,,
39,5/29/2024 21:30,59.164,0,,,,,
40,5/29/2024 21:45,59.164,0,,,,,
41,5/29/2024 22:00,59.164,0,,,,,
42,5/29/2024 22:15,59.164,0,,,,,
43,5/29/2024 22:30,59.164,0,,,,,
44,5/29/2024 22:45,58.993,0,,,,,
45,5/29/2024 23:00,58.993,0,,,,,
46,5/29/2024 23:15,58.993,0,,,,,
47,5/29/2024 23:30,58.993,0,,,,,
48,5/29/2024 23:45,58.82,0,,,,,
49,5/30/2024 0:00,58.82,0,,,,,
50,5/30/2024 0:15,58.82,0,,,,,
51,5/30/2024 0:30,58.82,0,,,,,
52,5/30/2024 0:45,58.647,0,,,,,
53,5/30/2024 1:00,58.647,0,,,,,
54,5/30/2024 1:15,58.647,0,,,,,
55,5/30/2024 1:30,58.476,0,,,,,
56,5/30/2024 1:45,58.476,0,,,,,
57,5/30/2024 2:00,58.476,0,,,,,
58,5/30/2024 2:15,58.303,0,,,,,
59,5/30/2024 2:30,58.303,0,,,,,
60,5/30/2024 2:45,58.131,0,,,,,
61,5/30/2024 3:00,58.131,0,,,,,
62,5/30/2024 3:15,57.958,0,,,,,
63,5/30/2024 3:30,57.958,0,,,,,
64,5/30/2024 3:45,57.958,0,,,,,
65,5/30/2024 4:00,57.785,0,,,,,
66,5/30/2024 4:15,57.785,0,,,,,
67,5/30/2024 4:30,57.614,0,,,,,
68,5/30/2024 4:45,57.614,0,,,,,
69,5/30/2024 5:00,57.441,0,,,,,
70,5/30/2024 5:15,57.441,0,,,,,
71,5/30/2024 5:30,57.441,0,,,,,
72,5/30/2024 5:45,57.268,0,,,,,
73,5/30/2024 6:00,57.268,0,,,,,
74,5/30/2024 6:15,57.096,0,,,,,
75,5/30/2024 6:30,57.096,0,,,,,
76,5/30/2024 6:45,57.096,0,,,,,
77,5/30/2024 7:00,56.923,0,,,,,
78,5/30/2024 7:15,56.923,0,,,,,
79,5/30/2024 7:30,56.75,0,,,,,
80,5/30/2024 7:45,56.75,0,,,,,
81,5/30/2024 8:00,56.577,0,,,,,
82,5/30/2024 8:15,56.577,0,,,,,
83,5/30/2024 8:30,56.577,0,,,,,
84,5/30/2024 8:45,56.577,0,,,,,
85,5/30/2024 9:00,56.404,0,,,,,
86,5/30/2024 9:15,56.404,0,,,,,
87,5/30/2024 9:30,56.404,0,,,,,
88,5/30/2024 9:45,56.23,0,,,,,
89,5/30/2024 10:00,56.23,0,,,,,
90,5/30/2024 10:15,56.23,0,,,,,
91,5/30/2024 10:30,56.23,0,,,,,
92,5/30/2024 10:45,56.23,0,,,,,
93,5/30/2024 11:00,56.23,0,,,,,
94,5/30/2024 11:15,56.057,0,,,,,
95,5/30/2024 11:30,56.057,0,,,,,
96,5/30/2024 11:45,56.057,0,,,,,
97,5/30/2024 12:00,56.23,0,,,,,
98,5/30/2024 12:15,56.23,0,,,,,
99,5/30/2024 12:30,56.23,0,,,,,
100,5/30/2024 12:45,56.23,0,,,,,
101,5/30/2024 13:00,56.23,0,,,,,
102,5/30/2024 13:15,56.404,0,,,,,
103,5/30/2024 13:30,56.404,0,,,,,
104,5/30/2024 13:45,56.404,0,,,,,
105,5/30/2024 14:00,56.577,0,,,,,
106,5/30/2024 14:15,56.577,0,,,,,
107,5/30/2024 14:30,56.75,0,,,,,
108,5/30/2024 14:45,56.75,0,,,,,
109,5/30/2024 15:00,56.923,0,,,,,
110,5/30/2024 15:15,56.923,0,,,,,
111,5/30/2024 15:30,57.096,0,,,,,
112,5/30/2024 15:45,57.268,0,,,,,
113,5/30/2024 16:00,57.268,0,,,,,
114,5/30/2024 16:15,57.441,0,,,,,
115,5/30/2024 16:30,57.614,0,,,,,
116,5/30/2024 16:45,57.614,0,,,,,
117,5/30/2024 17:00,57.785,0,,,,,
118,5/30/2024 17:15,57.785,0,,,,,
119,5/30/2024 17:30,57.958,0,,,,,
120,5/30/2024 17:45,58.131,0,,,,,
121,5/30/2024 18:00,58.131,0,,,,,
122,5/30/2024 18:15,58.131,0,,,,,
123,5/30/2024 18:30,58.303,0,,,,,
124,5/30/2024 18:45,58.303,0,,,,,
125,5/30/2024 19:00,58.303,0,,,,,
126,5/30/2024 19:15,58.303,0,,,,,
127,5/30/2024 19:30,58.476,0,,,,,
128,5/30/2024 19:45,58.476,0,,,,,
129,5/30/2024 20:00,58.476,0,,,,,
130,5/30/2024 20:15,58.476,0,,,,,
131,5/30/2024 20:30,58.476,0,,,,,
132,5/30/2024 20:45,58.476,0,,,,,
